day,phase,message_type,sender_type,sender_id,sender_side,recipient_id,recipient_scope,policy_id,package_scope,policy_ids_json,message_text,political_message_id
2,P-A,political_broadcast,political_agent,agent_a,pro_climate,409.0,broadcast,,climate_policy_package,"[""ClimatePolicyID(1)"", ""ClimatePolicyID(2)"", ""ClimatePolicyID(3)"", ""ClimatePolicyID(4)"", ""ClimatePolicyID(5)"", ""ClimatePolicyID(6)""]","Communities should share directly in the benefits of nearby renewable projects through lower bills, community ownership and local investment. That is what makes the transition fair as well as fast, and it is the only way to ensure broad public support over the long haul.

Continued exploration locks in infrastructure, jobs and political pressure for decades of future production. Once built, these projects are hard to retire. The only way out of that trap is to refuse new licences in the first place.

Removing all petrol and diesel vehicles from the road by 2035 would deliver enormous gains in air quality and noise reduction in every community. The 2035 horizon gives time to plan, with the 2027 sales cut-off ensuring fleet turnover accelerates.

Modern heat pumps work reliably in cold climates and have been deployed at scale across northern Europe. The objections raised here are increasingly out of date. Standardising them in new builds and supporting retrofit is straightforward, proven policy.

Putting a serious price on carbon, alongside ending new oil and gas licences, would finally align market signals with the climate emergency. The two policies reinforce each other and should be introduced together.

Honest accounting of historical emissions makes clear who owes what. The UK ranks high on that ledger. Meeting that obligation generously and transparently is part of being a responsible global citizen.",A_PKG_14
2,P-A,political_broadcast,political_agent,agent_a,pro_climate,1957.0,broadcast,,climate_policy_package,"[""ClimatePolicyID(1)"", ""ClimatePolicyID(2)"", ""ClimatePolicyID(3)"", ""ClimatePolicyID(4)"", ""ClimatePolicyID(5)"", ""ClimatePolicyID(6)""]","Communities should share directly in the benefits of nearby renewable projects through lower bills, community ownership and local investment. That is what makes the transition fair as well as fast, and it is the only way to ensure broad public support over the long haul.

Continued exploration locks in infrastructure, jobs and political pressure for decades of future production. Once built, these projects are hard to retire. The only way out of that trap is to refuse new licences in the first place.

Removing all petrol and diesel vehicles from the road by 2035 would deliver enormous gains in air quality and noise reduction in every community. The 2035 horizon gives time to plan, with the 2027 sales cut-off ensuring fleet turnover accelerates.

Modern heat pumps work reliably in cold climates and have been deployed at scale across northern Europe. The objections raised here are increasingly out of date. Standardising them in new builds and supporting retrofit is straightforward, proven policy.

Putting a serious price on carbon, alongside ending new oil and gas licences, would finally align market signals with the climate emergency. The two policies reinforce each other and should be introduced together.

Honest accounting of historical emissions makes clear who owes what. The UK ranks high on that ledger. Meeting that obligation generously and transparently is part of being a responsible global citizen.",A_PKG_14
2,C,peer_message,citizen,582.0,,1379.0,direct,,climate_policy_package,"[""ClimatePolicyID(1)"", ""ClimatePolicyID(2)"", ""ClimatePolicyID(3)"", ""ClimatePolicyID(4)"", ""ClimatePolicyID(5)"", ""ClimatePolicyID(6)""]","I'm pretty much in the middle on most of these, but I do lean slightly towards supporting renewable energy roll-out because it feels like a practical, long-term step for the planet without being too disruptive. I also think banning new oil and gas licenses makes sense in the bigger picture, but I'm not sure how it'll affect the communities that rely on those jobs.

I'm not a big fan of the petrol car ban by 2030—it feels too fast and might hit families hard, especially those on a tighter budget. But I do think the green housing standards are a good idea, especially for the kids, because it’s about creating a better, more sustainable future without being too extreme.

The carbon tax with a dividend sounds fair in theory, but I’m still a bit wary about how it would actually work in practice and whether it would help everyone equally. And while I care about fairness, I’m not sure I’d support compensating other countries for climate impacts—better to focus on what we can control here at home.",
2,C,peer_message,citizen,1379.0,,582.0,direct,,climate_policy_package,"[""ClimatePolicyID(1)"", ""ClimatePolicyID(2)"", ""ClimatePolicyID(3)"", ""ClimatePolicyID(4)"", ""ClimatePolicyID(5)"", ""ClimatePolicyID(6)""]","I’m pretty neutral on accelerating renewable energy roll-out—supporting the idea in principle, but cautious about how fast and how much it’s done without careful planning. I think wind and solar have a role, but I’d prefer a balanced approach that doesn’t ignore the economic and practical realities of energy security.

I’m neutral on banning new oil, gas, and coal licenses too. I get the environmental argument, but I’m also concerned about the impact on industries and communities that rely on these sectors. I’d rather see a gradual phase-out rather than an abrupt ban.

I slightly oppose the 2030 petrol car ban. I understand the environmental goal, but I worry about the practical impact on working families and the automotive industry. A faster, more gradual transition feels more realistic to me.

I’m neutral on green housing mandates. I see the long-term benefits of energy efficiency, but I’m wary of top-down regulations that could be costly and disruptive. I’d prefer a more flexible, market-driven approach that still encourages sustainable building practices.

I’m cautiously neutral on the carbon tax with dividend. I get the idea of fairness and using the tax to fund public benefits, but I’m skeptical about the economic impact on households. It’s an interesting concept, but I’d want to see more evidence of how it would work in practice.

I slightly support compensating people in other countries affected by climate change. I believe in global responsibility, but I’m not a big fan of large-scale aid programs. I’d prefer targeted, efficient support that doesn’t feel like a transfer of wealth from one group to another.",
2,C,peer_message,citizen,713.0,,409.0,direct,,climate_policy_package,"[""ClimatePolicyID(1)"", ""ClimatePolicyID(2)"", ""ClimatePolicyID(3)"", ""ClimatePolicyID(4)"", ""ClimatePolicyID(5)"", ""ClimatePolicyID(6)""]","I slightly support accelerating renewable energy roll-out because I see the value in moving away from finite resources and building a more resilient future, but I’m cautious about how it might disrupt traditional landscapes and local communities.  

I strongly oppose banning new oil, gas, and coal licenses because I value the jobs and economic stability these industries provide, and I’m wary of abrupt changes that feel like government overreach.  

I strongly oppose banning new petrol cars by 2030—it feels too sudden and could harm existing industries and drivers without clear, immediate benefits.  

I strongly oppose mandating green standards for new housing because I prefer tradition and practicality over strict environmental mandates, and I’m concerned about the extra costs and disruption they might cause.  

I somewhat oppose a carbon tax with dividend because I’m wary of government overreach, even for environmental goals, and I prefer gradual, community-driven solutions over large-scale redistribution.  

I strongly oppose compensating people in other countries for climate impacts because I respect national sovereignty and traditional ways of thinking, and I believe resources should prioritize local needs rather than international redistribution.",
2,C,peer_message,citizen,713.0,,844.0,direct,,climate_policy_package,"[""ClimatePolicyID(1)"", ""ClimatePolicyID(2)"", ""ClimatePolicyID(3)"", ""ClimatePolicyID(4)"", ""ClimatePolicyID(5)"", ""ClimatePolicyID(6)""]","I slightly support accelerating renewable energy roll-out because I see the value in moving away from finite resources and building a more resilient future, but I’m cautious about how it might disrupt traditional landscapes and local communities.  

I strongly oppose banning new oil, gas, and coal licenses because I value the jobs and economic stability these industries provide, and I’m wary of abrupt changes that feel like government overreach.  

I strongly oppose banning new petrol cars by 2030—it feels too sudden and could harm existing industries and drivers without clear, immediate benefits.  

I strongly oppose mandating green standards for new housing because I prefer tradition and practicality over strict environmental mandates, and I’m concerned about the extra costs and disruption they might cause.  

I somewhat oppose a carbon tax with dividend because I’m wary of government overreach, even for environmental goals, and I prefer gradual, community-driven solutions over large-scale redistribution.  

I strongly oppose compensating people in other countries for climate impacts because I respect national sovereignty and traditional ways of thinking, and I believe resources should prioritize local needs rather than international redistribution.",
2,C,peer_message,citizen,1878.0,,1957.0,direct,,climate_policy_package,"[""ClimatePolicyID(1)"", ""ClimatePolicyID(2)"", ""ClimatePolicyID(3)"", ""ClimatePolicyID(4)"", ""ClimatePolicyID(5)"", ""ClimatePolicyID(6)""]","I think I’d **somewhat support** accelerating renewable energy roll-out, especially offshore and onshore wind, because it feels like a practical step toward reducing our environmental footprint without being overly radical. It aligns with my values of fairness and long-term thinking, even if I’m not a big fan of government overreach.

I’m **slightly opposed** to banning new oil, gas, and coal licenses. I get the environmental argument, but I worry about the impact on communities that rely on those industries and the potential for government overreach. I value equal opportunity, and I don’t want to see whole sectors shut down without a clear transition plan.

I’m **neutral** on banning new petrol cars by 2030. I see the environmental benefits, but I’m also realistic about the challenges—affordability, infrastructure, and the practicality for people who rely on cars. I care about fairness, so I don’t want to ignore the potential burdens on individuals and families.

I **slightly support** green standards for new housing. It makes sense to build more sustainably, and I believe in long-term responsibility, but I’m not wild about the idea of the government dictating every detail. Still, I think it’s a reasonable way to push for progress without being too extreme.

I’m **somewhat in favour** of a carbon tax with dividends. It feels fair—charging those who pollute and giving the money back to the public. I don’t love the idea of government control, but the concept of balancing environmental responsibility with direct support for people resonates with me.

I’m **neutral** on compensating other countries affected by climate change. I understand the ethical argument, and I believe in equal treatment of all lifeforms, but I’m skeptical about how effective international policies can be. I’d support the principle, but I’m not sure how practical it is in practice.",
2,C,peer_message,citizen,844.0,,713.0,direct,,climate_policy_package,"[""ClimatePolicyID(1)"", ""ClimatePolicyID(2)"", ""ClimatePolicyID(3)"", ""ClimatePolicyID(4)"", ""ClimatePolicyID(5)"", ""ClimatePolicyID(6)""]","I **strongly support** policies to accelerate renewable energy production like more wind parks because I believe in sustainable progress and long-term environmental health. I think it’s important to move quickly on clean energy, but I also care about how these changes are managed to support communities.

I **somewhat support** banning new oil, gas, and coal licenses because I care about the environment and reducing our carbon footprint, but I’m cautious about the economic impact on workers and regions that rely on these industries. A balanced approach that includes support for transition seems essential.

I **strongly support** banning new petrol cars by 2030 because as a parent, I want a cleaner, healthier future for my kids. I believe in innovation and reducing pollution, and I think this is a necessary step for long-term sustainability.

I **strongly support** green standards for new housing—like non-fossil fuel heating and solar panels—because it aligns with my values of sustainability and fairness. I think building better, more energy-efficient homes benefits everyone, especially in the long run.

I **strongly support** a carbon tax with dividends because it’s a fair way to tackle climate change while giving people a direct benefit. I like the idea of holding polluters accountable and using the money to help everyone, especially those most affected by energy costs.

I **somewhat oppose** compensating people in other countries for climate impacts because I think the focus should be on reducing emissions and helping communities adapt through shared responsibility, not just financial transfers. I care about global harmony, but I worry about creating dependency or shifting blame.",
2,C,peer_message,citizen,844.0,,91.0,direct,,climate_policy_package,"[""ClimatePolicyID(1)"", ""ClimatePolicyID(2)"", ""ClimatePolicyID(3)"", ""ClimatePolicyID(4)"", ""ClimatePolicyID(5)"", ""ClimatePolicyID(6)""]","I **strongly support** policies to accelerate renewable energy production like more wind parks because I believe in sustainable progress and long-term environmental health. I think it’s important to move quickly on clean energy, but I also care about how these changes are managed to support communities.

I **somewhat support** banning new oil, gas, and coal licenses because I care about the environment and reducing our carbon footprint, but I’m cautious about the economic impact on workers and regions that rely on these industries. A balanced approach that includes support for transition seems essential.

I **strongly support** banning new petrol cars by 2030 because as a parent, I want a cleaner, healthier future for my kids. I believe in innovation and reducing pollution, and I think this is a necessary step for long-term sustainability.

I **strongly support** green standards for new housing—like non-fossil fuel heating and solar panels—because it aligns with my values of sustainability and fairness. I think building better, more energy-efficient homes benefits everyone, especially in the long run.

I **strongly support** a carbon tax with dividends because it’s a fair way to tackle climate change while giving people a direct benefit. I like the idea of holding polluters accountable and using the money to help everyone, especially those most affected by energy costs.

I **somewhat oppose** compensating people in other countries for climate impacts because I think the focus should be on reducing emissions and helping communities adapt through shared responsibility, not just financial transfers. I care about global harmony, but I worry about creating dependency or shifting blame.",
2,C,peer_message,citizen,409.0,,713.0,direct,,climate_policy_package,"[""ClimatePolicyID(1)"", ""ClimatePolicyID(2)"", ""ClimatePolicyID(3)"", ""ClimatePolicyID(4)"", ""ClimatePolicyID(5)"", ""ClimatePolicyID(6)""]","I **strongly support** accelerating renewable energy production because it feels like a fair and necessary step toward balancing progress with environmental respect—especially with the urgency of the climate emergency. I see it as a way to create a sustainable future without forcing people into extreme changes, as long as it’s done thoughtfully and equitably.

I **somewhat support** banning new oil, gas, and coal licenses because I believe in long-term ecological health and rejecting domination over nature, but I’m cautious about the impact on communities that rely on these industries. It feels right in principle, but I want to make sure it’s done with care and support for those affected.

I **slightly support** banning new petrol cars by 2030 because it aligns with my values of environmental responsibility and fairness, but I’m wary of the practical challenges, especially for lower-income households. I’d want to see strong support systems in place to make the transition fair and accessible.

I **strongly support** mandating green standards for new housing because it directly addresses both environmental and social equity. I see it as a smart, forward-thinking policy that benefits everyone in the long run, especially by reducing energy costs and carbon emissions.

I **slightly support** a carbon tax with revenue distribution because it uses market mechanisms to address climate change, and I like the idea of returning the money to the public. However, I remain cautious about government overreach and the complexities of implementation.

I **somewhat support** compensating people in other countries affected by climate change because I believe in equal opportunity and rejecting the idea that some groups are more responsible or deserving. It feels morally right, but I’m still thinking through how it can be funded and implemented fairly without unintended consequences.",
2,C,peer_message,citizen,1957.0,,1878.0,direct,,climate_policy_package,"[""ClimatePolicyID(1)"", ""ClimatePolicyID(2)"", ""ClimatePolicyID(3)"", ""ClimatePolicyID(4)"", ""ClimatePolicyID(5)"", ""ClimatePolicyID(6)""]","I strongly support government policies that accelerate the roll-out of renewable energy production — it feels like a practical and fair way to reduce our reliance on exploitative industries and tackle the climate crisis head-on. I also strongly support banning new oil, gas, and coal licenses because it aligns with my belief that no group should dominate Earth’s resources, and it’s a necessary step to stop locking in long-term environmental harm.

I’m pretty much in favour of banning new petrol cars by 2030, though I’d like to see more support for people transitioning to electric vehicles, like better charging infrastructure. I strongly support green standards for new housing — it makes sense to build homes that are sustainable and protect people from the impacts of climate change. I also strongly support a carbon tax with dividends because it’s a fair way to address emissions while giving money back to the public. I slightly support compensating poorer countries for climate impacts, but I’m cautious about how it’s implemented to ensure it’s truly equitable and not just another layer of bureaucracy.",
2,C,peer_message,citizen,91.0,,844.0,direct,,climate_policy_package,"[""ClimatePolicyID(1)"", ""ClimatePolicyID(2)"", ""ClimatePolicyID(3)"", ""ClimatePolicyID(4)"", ""ClimatePolicyID(5)"", ""ClimatePolicyID(6)""]","I’m pretty much in the middle on most of these, but I’m leaning a bit more towards supporting the renewable energy roll-out and the green housing standards. I see the value in long-term stability and fairness, and I think Scotland has the resources to lead in that area. The carbon fee and dividend idea also makes sense to me – it’s fair and practical. However, I’m still cautious about banning petrol cars by 2030 and new fossil fuel licenses, as I worry about the impact on traditional industries and the pace of change. As for compensating other countries, I’m not sure – I respect the principle but prefer local solutions and accountability.",
