ID,age,male_dummy,tprofile_GOR,profile_education_level,tprofile_gross_household,ethnicity_R,tparent_1,tparent_2,parent_dummy,Vote2019R,pastvote_EURef,new_socgrade,Political_Left_Right,W8,page2values1_1,page2values1_2,page2values1_3,page2values1_4,page2values1_5,page2values1_6,page2values1_7,page2values1_8,page2values1_9,page2values1a_1,page2values1a_2,page2values1a_3,page2values1a_4,page2values1a_5,page2values1a_6,page2values1a_7,page2values1a_8,page2values1a_9,page3_splitgroups,page3vid_control,page3vid_threat,page3vid_hope,page3vid_justice,ClimateAngerLeaders,ClimateAngerPeople,ClimateWorry,ClimateHope,page4posttreatment2_1,page4posttreatment2_2,page4posttreatment2_3,page4posttreatment2_4,page4posttreatment2_5,page4posttreatment2_6,page4posttreatment3_1,page4posttreatment3_2,page4posttreatment3_3,page4posttreatment3_4,page4posttreatment3_5,page4posttreatment3_6,page4posttreatment3_7,page4posttreatment3_8,page4posttreatment3_9,page4posttreatment3_10,page4posttreatment3_11,page4posttreatment3_12,page4posttreatment3_13,page4posttreatment3_14,page4posttreatment3_15,page4posttreatment3_16,page4posttreatment3_17,page4posttreatment3_18,page4posttreatment3_19,page4posttreatment3_20,page4posttreatment5_1,page4posttreatment5_2,page4posttreatment5_3,SecureClimateNiche,DemocracyForClimate,AuthoritarianClimateAction,page5posttreatment6_1,page5posttreatment6_2,page5posttreatment6_3,page5posttreatment6_4,page5posttreatment6_5,page5posttreatment6_6,page5posttreatment6_7,page5posttreatment6_8,page5posttreatment6_9,page5posttreatment6_10,page5posttreatment6_11,page5posttreatment6_12,page5posttreatment7_1,page5posttreatment7_2,page5posttreatment7_3,page5posttreatment7_4,page5posttreatment7_5,page5posttreatment7_6,page5posttreatment7_7,page5posttreatment7_8,NoPoliticalEfficacy,page6posttreatment8_2,page6posttreatment8_3,TrustStrangers,TrustGovernment,TrustParliament,page6posttreatment10_1,page6posttreatment10_2,page6posttreatment10_3,page6posttreatment10_4,page6posttreatment10_5,page6posttreatment10_6,page6posttreatment11_1,page6posttreatment11_2,page6posttreatment11_3,page6posttreatment11_4,page6posttreatment11_5,ChildFutureConcerns,academic_dummy,white_dummy,Selfenh_Values,Altr_values,Biosph_values,ConformTrad,Openness,Selftransc_Val,Author_Val,Domin_Val,Power_Values,page4posttreatment2_5r,page4posttreatment2_6r,EDO,page4posttreatment3_15r,page4posttreatment3_16r,page4posttreatment3_19r,page4posttreatment3_20r,SDO,page4posttreatment3_3r,page4posttreatment3_4r,page4posttreatment3_7r,page4posttreatment3_8r,page4posttreatment3_11r,page4posttreatment3_12r,Submission,Tradition,Aggression,RWA,EcoFasc1,ProClimatePolSupp,AntiClimatePolSupp,Meat_Dairy_D,Avoid_Car_D,Consume_Less_D,Fly_Less_D,Contact_MP_D,Influence_Others_D,No_ClimateAction_D,PersClimateAction,page6posttreatment10_1r,page6posttreatment10_2r,page6posttreatment10_3r,page6posttreatment10_4r,page6posttreatment10_5r,page6posttreatment10_6r,SufficiencyNorms,Anomie,AntiFossilFuelNorms,WorryMinusHope
477,24,0,3,17,13,2,2,2,0,2,3,1,2,0.684712717,5,5,6,5,6,6,3,4,4,3,3,6,6,6,5,4,2,4,3,0,0,1,0,11,9,11,4,2,2,1,1,6,4,2,1,7,7,3,2,4,4,4,3,5,6,3,1,7,7,2,3,6,6,1,7,2,6,3,7,7,7,5,7,5,4,5,4,2,4,7,4,1,1,2,2,2,1,2,2,7,5,2,3,0,0,3,3,3,3,3,4,5,6,6,7,5,5,1,0,3.5,6,5,4.25,4.5,5.666666667,-0.25,-2.5,3,2,4,2,1,1,2,2,1.875,1,1,4,4,3,2,1.25,3.25,3,2.5,3.333333333,5.5,4.666666667,1,1,0,0,0,1,0,3,1,1,1,1,1,2,1.333333333,5.8,1,7
478,31,0,5,9,6,1,1,2,1,7,3,2,8,2.053507707,6,4,6,4,6,5,6,3,2,5,4,5,4,3,4,2,2,2,3,0,0,1,0,9,4,7,8,1,1,2,1,5,2,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,1,4,4,1,5,NA,NA,5,3,5,5,1,5,4,4,4,4,4,4,0,1,2,5,5,4.75,4,5,0.75,-3,2,3,6,2.333333333,4,4,4,4,4,4,4,4,4,5,4,4,4,4.25,4.083333333,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,-0.333333333,4,0.333333333,-1
479,59,0,7,18,13,6,2,1,1,1,2,1,4,1.2618219,6,6,2,2,5,5,5,2,2,3,3,3,3,1,2,1,1,1,4,0,0,0,1,7,4,9,4,1,5,5,2,5,4,1,1,6,7,5,2,3,3,6,6,4,3,4,2,5,7,3,5,5,6,4,5,2,1,1,2,6,2,5,2,1,2,5,1,1,3,3,5,1,1,1,2,2,2,2,2,6,2,6,7,5,5,3,3,3,3,3,3,4,3,5,5,5,5,0,0,1.25,4,6,2.5,2.5,4.666666667,0,-2.75,1,3,4,3.333333333,3,1,3,2,2.875,2,1,5,5,4,5,1.25,4.25,5.25,3.583333333,3.666666667,3,3,1,1,1,0,0,0,0,3,1,1,1,1,1,1,1,4.4,1,5
480,76,1,3,11,6,1,2,1,1,1,2,2,4,0.996367915,5,3,5,5,5,5,5,3,3,6,5,5,6,5,5,4,3,2,3,0,0,1,0,6,6,6,6,4,5,4,4,4,6,2,1,5,6,6,4,1,5,6,6,3,3,1,2,6,6,6,2,3,6,2,7,2,6,4,3,5,3,7,1,1,4,5,2,1,1,4,4,2,2,2,2,2,2,1,2,3,1,7,5,1,5,1,1,3,2,3,1,1,4,5,6,2,1,0,1,3,5.25,4,5.25,4.5,4.833333333,0.75,-2.25,2.5,4,2,3.833333333,2,2,5,2,2.75,3,2,7,3,5,5,2,5,5.5,4.166666667,3.666666667,2.833333333,3.5,0,0,0,0,0,0,1,0,-1,-1,1,-2,1,-1,-0.666666667,3.6,-0.333333333,0
481,62,0,1,9,2,1,2,2,0,1,2,2,5,1.50461206,5,4,6,4,5,3,6,3,3,3,4,5,4,4,3,2,2,3,4,0,0,0,1,7,6,6,7,3,3,4,3,4,5,4,3,5,6,5,3,4,3,5,4,4,5,5,4,4,5,4,4,4,5,4,5,3,4,5,4,4,3,5,2,1,5,5,3,4,4,5,4,2,1,1,2,2,2,2,2,5,3,5,6,5,5,5,3,3,3,1,3,5,5,3,5,4,3,0,1,2.5,4.25,4.5,4.25,4,4.333333333,0.25,-1.75,2.5,4,3,3.333333333,4,3,4,3,3.875,3,2,4,5,4,3,3,4.25,4,3.75,4,3.5,4,0,1,1,0,0,0,0,2,0,1,1,1,-1,1,0.333333333,4.4,0.666666667,-1
482,38,1,5,9,6,1,2,2,0,7,2,2,4,1.112404519,5,5,6,4,4,4,3,4,4,4,5,4,4,4,4,4,4,2,3,0,0,1,0,4,6,6,6,4,4,4,2,6,6,2,2,4,4,5,2,4,4,4,5,3,2,4,4,6,5,4,4,4,5,5,4,4,4,4,5,4,4,4,5,4,4,5,3,5,3,5,5,1,1,2,2,2,2,2,2,5,5,5,3,0,0,3,3,2,3,4,1,5,5,4,5,4,4,0,1,3.5,4,5,4.75,3.75,4.333333333,1,-0.5,3,2,2,3,2,3,4,3,3.5,4,4,4,4,5,6,3,3.75,5,3.916666667,4.333333333,4.666666667,3.833333333,1,1,0,0,0,0,0,2,1,1,-2,1,2,-1,0.666666667,4.6,0,0
483,38,1,7,11,13,1,2,2,0,3,1,1,2,0.632207158,3,3,2,2,4,6,5,3,2,3,2,3,5,3,5,2,2,2,2,0,1,0,0,9,6,8,4,1,4,1,3,5,5,4,5,5,6,4,1,5,4,5,5,5,4,3,1,7,7,6,1,6,7,1,1,3,4,6,1,7,1,2,6,6,3,5,2,6,2,5,2,2,2,2,2,2,2,1,2,3,3,3,5,5,5,5,3,3,3,5,5,3,5,3,4,4,4,0,1,2,4.5,3,2.25,4,4,-1.75,-2.5,2,3,3,2.5,1,1,2,1,2,3,2,3,4,3,4,3.5,3,4.25,3.583333333,1.666666667,5.833333333,2,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0.333333333,3.8,0.666666667,4
484,72,0,2,1,3,1,2,1,1,1,2,2,4,1.314695475,5,3,5,4,4,4,3,2,2,4,3,4,3,2,3,2,2,2,4,0,0,0,1,3,7,3,5,2,3,2,2,6,5,3,4,4,6,5,5,3,4,4,5,6,5,2,4,6,6,3,3,5,5,4,4,4,4,4,3,5,2,4,4,3,5,5,1,4,4,4,4,1,2,1,2,2,1,2,2,4,4,4,5,6,7,5,3,2,3,4,3,4,3,4,4,2,3,0,1,2,3.75,4,4,2.5,3.833333333,1.5,-1.75,2,2,3,2.333333333,2,2,3,3,2.75,4,2,5,4,2,3,3.25,4.75,3.5,3.833333333,4,4.166666667,3.333333333,1,0,1,0,0,1,0,3,0,1,-2,1,2,1,1.333333333,3.4,-0.333333333,-2
485,55,0,9,18,11,1,1,1,1,2,1,1,2,0.478944018,4,3,5,3,6,4,5,2,2,3,2,6,5,3,3,1,2,2,4,0,0,0,1,8,6,9,4,1,2,4,1,5,6,1,1,7,6,4,4,4,4,3,3,6,6,2,1,6,7,5,2,6,6,2,1,2,4,5,3,6,1,2,5,6,2,6,2,4,4,6,1,2,2,2,2,2,2,1,2,6,3,7,6,0,1,3,3,3,3,5,3,3,2,3,5,2,4,0,1,1.75,5.25,3.5,3.25,3.25,4.666666667,0,-3.5,2,3,2,2.166666667,2,1,2,2,2.125,1,2,4,4,2,2,1.25,4,2.5,2.583333333,1.666666667,5.5,2,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0.666666667,3,1,5
486,91,1,8,9,5,1,2,2,0,1,2,2,4,0.97728353,6,5,6,6,5,5,4,4,3,5,4,5,4,4,3,3,2,5,3,0,0,1,0,1,1,1,6,4,5,4,4,1,4,5,5,5,5,5,4,4,4,5,5,4,2,4,5,4,4,4,4,4,5,6,7,6,5,4,6,7,4,7,4,6,6,4,4,6,6,2,6,2,2,2,2,2,2,1,2,7,5,6,NA,8,8,5,5,5,5,5,5,2,4,6,2,4,4,0,1,3.25,4.75,5.5,5.25,3.75,5,1.5,-1.5,3.5,7,4,4.666666667,4,4,4,3,4,3,3,4,4,4,6,4,4.25,5,4.416666667,6.333333333,4.833333333,5.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.6,0,-5
487,76,0,10,11,3,1,2,1,1,1,2,2,6,0.853082998,5,5,6,6,5,5,5,3,2,6,4,5,6,4,3,2,2,2,1,1,0,0,0,9,8,9,8,2,3,2,2,5,4,4,3,4,5,5,5,3,2,5,5,3,4,5,4,5,6,4,3,5,5,6,5,3,5,5,5,5,3,5,4,2,4,5,4,5,5,1,7,1,2,1,2,2,2,2,2,5,3,5,6,6,6,5,2,5,4,3,3,2,5,4,4,2,3,0,1,2,5.25,5,5.5,3.75,5.166666667,1.75,-3.25,2,3,4,2.666666667,3,2,3,3,3.375,4,3,5,6,5,4,3.5,5.25,4.75,4.5,4.666666667,3.666666667,4.666666667,1,0,1,0,0,0,0,2,0,-2,0,2,1,1,1.333333333,3.4,-0.666666667,1
488,67,0,6,19,NA,1,2,1,1,7,3,1,8,0.702338925,4,4,5,3,4,4,5,4,6,4,4,6,4,5,6,6,4,4,4,0,0,0,1,9,7,7,7,1,1,1,1,7,7,1,1,1,7,4,2,4,2,2,2,6,6,1,1,7,7,2,2,7,7,4,6,3,4,4,3,7,1,7,4,2,6,6,1,5,6,4,3,2,1,1,2,2,1,2,2,7,5,4,2,2,2,2,3,1,3,4,4,5,4,4,6,3,3,0,1,5,4.5,4,4,5,4.333333333,-1,0.5,4,1,1,1,1,1,1,1,1.25,7,1,4,6,2,2,2.5,4,2,2.833333333,4.333333333,4.666666667,4,0,1,1,0,0,1,0,3,-2,1,-1,1,2,2,1.666666667,4.4,-0.666666667,0
489,68,0,6,18,4,1,2,1,1,2,1,1,2,0.693376038,5,5,5,3,4,6,5,5,2,3,3,4,4,2,4,2,5,3,1,1,0,0,0,8,6,10,7,4,3,3,3,6,6,3,4,4,6,4,3,4,4,5,5,5,6,4,3,5,6,4,3,5,6,2,1,1,5,6,3,6,1,1,5,5,3,7,1,5,2,4,2,1,2,1,2,2,1,2,2,3,2,7,4,NA,NA,4,4,4,4,5,3,4,2,2,4,5,3,0,1,3,4.5,5,3.5,4,4.666666667,-0.5,-1.5,4,2,2,2.833333333,3,2,3,2,3,4,2,4,4,3,2,3.25,3.75,3.75,3.583333333,1.333333333,5.333333333,1.666666667,1,0,1,0,0,1,0,3,2,2,2,2,0,1,1,3.4,2,3
490,27,1,7,11,8,2,2,2,0,2,2,2,5,1.593858096,4,3,6,6,3,2,3,3,6,6,4,3,3,4,5,4,5,6,3,0,0,1,0,4,4,4,4,4,4,5,4,3,4,1,1,6,6,6,4,2,2,5,6,5,6,6,5,4,5,7,6,5,7,1,2,2,4,1,4,6,4,7,2,2,7,4,7,1,7,5,4,2,2,2,2,2,2,1,2,6,4,2,2,2,2,3,5,5,1,1,1,6,6,5,6,4,2,0,0,5.25,2.75,3.5,5.5,3.75,3,1.75,2.5,5.5,5,4,4.333333333,4,3,3,1,4.375,2,2,6,6,3,2,1.5,5.5,4,3.666666667,1.666666667,3.333333333,6,0,0,0,0,0,0,1,0,1,0,0,-1,-1,-1,-1,5.4,0.333333333,0
491,39,0,11,17,NA,1,2,2,0,6,3,1,4,0.790139278,5,5,5,3,5,5,5,3,3,6,3,5,5,5,2,3,2,3,1,1,0,0,0,8,7,7,6,2,2,1,1,6,7,1,2,5,6,5,1,4,2,5,2,6,5,1,1,7,7,2,1,6,6,2,1,1,4,5,2,5,4,4,4,2,5,5,1,4,4,4,2,2,1,2,2,2,2,2,2,5,2,5,6,3,3,1,3,3,1,1,1,5,3,3,5,2,5,1,1,2.75,5,5,4.25,3.75,5,0.5,-2.25,2.5,2,1,1.5,1,1,2,2,1.375,3,2,4,6,2,3,2,4,3,3,1.333333333,4,3.333333333,0,1,0,0,0,0,0,1,-1,1,1,-1,-1,-1,-1,3.6,0.333333333,1
492,65,1,11,16,8,1,2,1,1,1,2,1,3,0.590660628,2,2,6,5,2,5,6,2,3,5,5,2,3,3,2,2,5,5,2,0,1,0,0,1,4,1,3,5,3,6,2,3,6,2,3,6,6,6,3,2,2,6,6,2,2,5,5,3,3,5,3,5,6,1,1,1,4,3,3,3,2,6,2,1,3,3,1,1,4,4,3,2,2,2,2,2,2,1,2,7,2,7,2,2,2,1,1,3,1,1,5,3,7,6,4,5,1,1,1,3.75,3,2,5.25,3.25,2.666666667,2,0.75,5,5,2,3.833333333,5,5,3,2,4.125,2,2,6,6,6,6,2.25,5.25,6,4.5,1,2.333333333,3.166666667,0,0,0,0,0,0,1,0,-1,-1,1,-1,-1,0,-0.666666667,5,-0.333333333,-2
493,55,0,7,15,2,1,2,1,1,1,1,2,4,0.939980885,6,6,6,4,6,6,4,2,2,5,3,6,6,5,5,1,1,2,4,0,0,0,1,11,9,11,3,1,2,1,1,2,7,1,1,7,7,4,1,4,3,1,1,7,7,1,1,4,7,4,5,5,7,1,1,1,5,1,2,7,1,1,7,7,1,7,1,7,1,7,1,1,1,2,1,2,1,2,2,6,5,7,8,1,6,3,4,3,3,3,3,7,7,5,7,5,5,1,1,1.5,6,6,4.5,4,6,0.5,-4.5,1.5,6,1,2,4,1,3,1,2.5,1,1,4,5,1,1,1,3.5,1,1.833333333,1,7,1,1,1,0,1,0,1,0,4,1,2,1,1,1,1,1,6.2,1.333333333,8
494,77,1,3,6,8,1,1,2,1,1,2,2,4,0.833050292,5,5,5,5,5,5,5,2,5,5,5,5,3,5,2,3,5,5,3,0,0,1,0,10,10,6,6,5,2,5,1,6,5,5,2,6,5,6,5,2,2,5,6,2,2,6,6,6,6,5,6,5,6,6,6,6,6,6,6,7,7,7,1,1,7,7,1,1,7,1,7,2,2,2,2,2,1,2,2,6,6,6,0,3,5,1,1,1,2,1,1,6,6,6,6,2,2,0,1,4.5,4.5,5,5,3.5,4.666666667,1.5,0,5,2,3,3,2,2,3,2,4,2,3,6,6,6,6,3,5.75,5.75,4.833333333,6,3,6,0,0,0,0,0,1,0,1,-1,-1,-1,-2,-1,-1,-1.333333333,5.2,-1,0
495,57,1,6,9,8,1,2,2,0,2,1,1,3,0.599935692,6,6,5,3,5,6,5,3,3,4,3,5,6,5,4,1,2,3,1,1,0,0,0,11,8,9,3,1,2,1,2,7,6,2,2,6,6,3,2,6,5,5,5,4,4,2,1,6,6,2,1,6,7,5,4,3,4,4,4,6,1,1,7,4,2,6,5,4,2,5,2,2,2,1,1,2,1,2,2,7,4,5,4,1,1,4,4,4,3,3,5,6,5,5,6,4,3,0,1,2.25,5.5,6,3.75,4.25,5.666666667,-0.5,-3.25,2.5,1,2,1.5,2,2,2,1,1.625,2,2,2,3,4,4,2,2.5,4.5,3,4,5.333333333,2.166666667,0,0,1,1,0,1,0,3,2,2,2,1,1,0,0.666666667,5.2,2,6
496,53,0,7,15,7,1,2,1,1,1,1,1,3,1.023483432,6,6,6,3,4,5,6,2,2,5,3,5,5,4,5,1,2,3,4,0,0,0,1,11,1,6,1,1,1,1,1,7,7,2,2,5,7,4,2,4,5,4,6,5,6,2,1,6,6,1,3,6,6,4,4,2,4,7,5,7,1,1,7,1,5,6,1,3,4,4,4,2,2,2,2,2,2,1,2,4,1,5,0,2,2,3,4,4,3,3,3,5,5,5,4,5,5,1,1,2,4.75,6,4.25,4.25,5.166666667,0,-2.75,2.5,1,1,1,2,2,2,2,1.875,3,1,4,3,3,2,2,3.25,3.75,3,3.333333333,4.666666667,2.666666667,0,0,0,0,0,0,1,0,1,2,2,1,1,1,1,4.8,1.666666667,5
497,51,1,4,11,NA,1,2,2,0,7,2,2,8,0.630924225,4,4,6,6,1,5,4,4,3,3,5,3,2,2,3,3,3,4,2,0,1,0,0,8,1,1,1,4,4,4,4,4,4,3,3,5,5,6,5,2,2,5,6,4,3,4,4,5,4,6,4,4,5,7,7,4,4,4,2,5,5,6,4,1,6,6,4,2,6,1,6,2,2,2,2,2,2,1,2,6,4,4,2,3,3,3,3,3,3,3,5,6,6,6,6,4,4,0,1,3.25,2.75,4,5,3.25,3.166666667,1.75,0.5,3.5,4,4,4,3,4,4,3,4,3,3,6,6,4,5,3,5.75,5,4.583333333,6,3.166666667,5.5,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0.666666667,5.6,1,0
498,64,1,6,1,9,1,2,1,1,7,2,2,5,2.139558158,6,6,5,6,4,5,6,1,1,6,6,6,6,6,6,1,1,1,3,0,0,1,0,9,9,8,6,1,7,1,7,7,1,1,1,7,7,7,7,1,1,7,7,5,7,4,4,7,7,1,7,4,7,7,7,7,7,7,7,7,1,4,7,4,4,7,7,7,4,7,4,2,2,2,2,2,2,1,2,7,4,1,0,0,0,3,3,3,3,3,4,4,7,4,4,4,4,0,1,1,5.25,6,5.75,4.75,5.5,1,-4.25,1,1,7,4,1,1,4,1,2.875,1,1,7,7,3,1,1,7,4.5,4.166666667,7,6.5,4,0,0,0,0,0,0,1,0,1,1,1,1,1,2,1.333333333,4.6,1,2
499,63,1,10,13,5,1,2,1,1,1,2,1,3,0.683584197,5,5,4,5,5,2,5,2,2,4,6,5,3,4,2,2,2,2,1,1,0,0,0,9,10,11,4,4,2,5,1,4,6,3,3,5,7,5,4,2,2,6,2,2,3,5,5,5,4,3,4,3,6,2,7,6,7,5,7,7,1,2,6,5,2,7,1,5,1,2,4,2,1,1,1,2,1,2,2,6,3,5,2,2,2,3,4,4,3,3,3,5,6,6,5,5,5,0,1,2,3.75,5,4.75,3.25,4.166666667,1.5,-1.75,2,4,2,3,3,4,5,2,3.875,3,1,6,6,6,5,2.5,5.25,4.75,4.166666667,5,5.333333333,1.833333333,0,1,1,1,0,1,0,4,1,2,2,1,1,1,1,5.4,1.666666667,7
500,55,0,8,11,9,1,2,1,1,1,1,2,5,0.955461725,4,3,5,3,4,5,4,2,3,4,3,4,6,3,5,2,2,3,3,0,0,1,0,7,4,7,7,3,4,4,2,3,2,2,3,5,6,3,2,5,6,4,3,7,6,4,2,4,5,4,2,5,5,4,1,1,4,7,3,6,2,5,4,4,4,6,3,6,3,2,2,2,1,1,1,2,2,2,2,6,5,2,1,2,2,5,4,4,3,3,5,7,6,6,7,1,2,0,1,2.5,4.75,3.5,3.75,3.5,4.333333333,0.25,-2.25,2.5,5,6,4,4,3,3,3,3.125,3,2,3,2,1,2,2.5,2.5,2.5,2.5,2,4.666666667,3.166666667,0,1,1,1,0,0,0,3,0,2,2,1,1,0,0.666666667,5.4,1.333333333,0
501,57,0,4,13,NA,1,2,1,1,1,2,2,8,1.435404709,4,3,6,3,6,4,4,1,3,5,3,6,4,3,3,2,1,2,4,0,0,0,1,6,4,7,4,1,4,1,4,6,4,2,4,3,6,6,2,3,5,5,4,5,6,3,1,5,6,4,3,5,5,2,4,5,4,5,4,5,4,4,5,4,4,5,3,4,4,5,3,2,2,2,2,2,2,1,2,3,4,6,NA,6,6,5,5,5,2,5,2,5,3,4,5,3,4,0,1,2,5,3.5,4.25,2.75,4.5,1.5,-3,1.5,2,4,2.666666667,3,2,3,3,2.75,5,2,5,3,3,2,3.25,4,3.5,3.583333333,3.666666667,4.666666667,3.666666667,0,0,0,0,0,0,1,0,0,0,0,-2,0,-2,-1.333333333,4,0,3
502,26,0,6,17,NA,1,2,2,0,2,2,1,3,0.823217802,6,6,2,2,4,5,5,3,3,4,3,4,5,3,4,3,2,2,1,1,0,0,0,11,8,10,3,1,2,1,1,6,7,2,1,7,6,3,2,5,5,4,4,6,5,2,2,6,7,2,4,6,6,2,2,2,3,6,4,7,2,3,7,3,4,6,4,6,4,4,3,2,2,1,2,2,2,2,2,5,4,6,4,0,1,5,5,3,1,1,1,4,3,4,5,5,5,1,1,2.5,4.5,6,2.75,3.75,5,-1,-2,2,2,1,1.333333333,2,1,2,2,2.125,1,2,3,3,2,3,1.5,2.75,3.25,2.5,2,5.5,3.333333333,0,0,1,0,0,0,0,1,0,0,1,-1,-1,-1,-1,4.2,0.333333333,7
503,68,1,8,20,NA,1,2,1,1,1,1,1,5,0.574200494,4,4,5,4,4,4,5,4,4,5,5,4,5,5,5,5,4,5,4,0,0,0,1,11,11,11,1,6,5,6,5,5,5,3,3,6,6,5,5,3,2,6,6,5,4,3,5,5,4,5,5,5,5,1,7,7,1,1,1,1,7,7,1,1,7,1,7,1,7,1,7,2,2,2,2,2,2,1,2,7,1,7,0,0,0,1,1,1,1,1,3,1,7,1,5,6,1,0,1,4.5,4.25,4,4.75,4.75,4.166666667,0,0.25,4.5,3,3,4.666666667,3,4,3,3,3.875,2,2,5,6,3,4,2.5,5.25,4.75,4.166666667,5,1,7,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,1,-0.333333333,4,-1,10
504,60,1,4,9,NA,1,2,2,0,7,2,1,3,2.121742655,5,5,6,5,5,6,4,1,4,6,4,6,5,4,1,1,1,1,2,0,1,0,0,6,6,8,4,7,7,3,7,4,1,4,4,4,5,4,4,4,4,5,7,6,3,6,5,2,5,4,6,6,6,3,5,4,6,4,5,6,3,6,4,2,6,3,4,4,1,4,2,1,2,1,1,2,2,2,2,3,7,3,NA,5,5,5,5,5,3,3,3,2,1,2,5,5,7,0,1,1.75,5.5,5,5.25,2.5,5.333333333,2.75,-3.75,1,4,7,5.833333333,6,3,2,2,4.25,4,3,4,4,2,5,3.75,4,4.75,4.166666667,4,3.833333333,3.666666667,1,0,1,1,0,0,0,3,0,0,0,1,1,1,1,3,0,4
505,77,0,8,15,9,1,2,1,1,3,1,1,3,0.645382419,5,5,5,5,6,5,4,1,2,6,5,6,6,5,2,2,4,4,3,0,0,1,0,8,6,9,6,5,4,4,5,4,3,3,4,5,7,6,4,3,3,4,4,5,3,4,2,5,6,3,5,5,5,4,3,3,5,5,4,6,3,2,5,6,2,7,1,4,3,4,2,2,2,1,2,2,2,2,2,5,3,7,3,5,5,3,4,3,3,4,4,5,6,5,5,2,4,1,1,3,5.75,5,5.25,3,5.5,2.25,-2.75,4,4,5,4.5,3,2,3,3,3.125,3,1,5,5,3,5,2.75,5,4,3.916666667,3.333333333,5.333333333,2.166666667,0,0,1,0,0,0,0,1,1,2,1,1,2,2,1.666666667,4.6,1.333333333,3
506,56,1,9,9,6,1,2,1,1,7,2,2,2,0.620913707,5,4,4,5,4,5,6,5,3,1,4,5,5,5,5,2,3,3,4,0,0,0,1,9,7,6,4,5,5,6,3,6,7,1,1,7,7,5,3,4,5,4,5,6,7,3,4,7,5,6,5,4,5,5,5,2,4,2,4,6,2,4,3,1,6,7,2,2,6,4,1,2,2,1,2,2,2,2,2,7,3,4,2,0,0,5,5,5,3,4,4,6,5,4,1,5,5,0,1,2.75,4.75,4.5,3.5,5.25,4.666666667,-1.75,-2,3,2,1,3.666666667,1,3,4,3,3.625,1,1,4,3,2,1,1,3.75,3,2.583333333,4,3.833333333,3.5,0,0,1,0,0,0,0,1,0,0,0,1,2,2,1.666666667,4.2,0,2
507,54,1,11,19,NA,1,2,1,1,7,3,2,8,0.550046731,5,6,4,2,5,6,4,2,2,3,3,6,6,5,2,2,2,3,4,0,0,0,1,11,10,11,2,2,4,5,2,7,4,1,1,7,6,4,6,4,4,3,5,6,6,2,2,7,6,4,4,5,7,2,6,4,7,2,2,5,2,4,4,4,4,6,2,6,7,2,1,2,2,2,2,2,2,1,2,7,5,1,2,0,0,5,3,3,2,5,2,5,6,4,6,6,6,0,1,2.25,5.75,5.5,3,3.25,5.666666667,-0.25,-3.5,2.5,1,4,3,1,2,3,1,2.375,1,2,4,4,2,2,1.25,4.5,3,2.916666667,4,4.5,3.333333333,0,0,0,0,0,0,1,0,0,1,1,-2,0,-2,-1.333333333,5.4,0.666666667,9
508,70,1,2,1,NA,1,2,2,1,2,2,1,2,0.79387846,5,5,4,4,5,5,5,2,3,3,3,5,4,3,3,3,2,2,2,0,1,0,0,8,9,10,8,1,2,1,1,7,7,2,1,5,7,3,2,6,4,4,4,4,3,2,2,2,6,2,2,6,6,2,2,3,6,6,4,6,2,4,4,4,4,5,1,4,4,4,2,2,1,1,2,2,1,2,2,6,2,6,6,0,3,5,5,5,2,2,3,5,4,5,4,4,2,0,1,2.5,4.75,5,3.5,3.25,4.833333333,0.25,-2.25,2,1,1,1.166666667,6,2,2,2,2.5,3,1,2,4,4,5,1.75,2.75,4.25,2.916666667,2.333333333,4.5,2.833333333,0,1,1,0,0,1,0,3,0,0,0,-2,-2,1,-1,4.4,0,2
509,71,0,8,11,3,1,2,1,1,5,3,2,3,0.758350632,6,6,6,4,6,5,6,2,5,5,4,6,5,3,3,2,2,2,4,0,0,0,1,9,7,9,5,4,5,6,1,4,4,4,3,5,6,5,2,4,4,5,6,3,3,5,6,4,6,4,5,5,6,6,4,3,4,5,6,7,2,6,5,2,6,7,4,2,4,6,6,1,2,1,2,2,1,2,2,5,5,5,7,2,NA,3,4,4,4,3,3,5,3,4,5,5,7,0,1,2.75,5.5,6,4.75,3.5,5.666666667,1.25,-2.75,2,4,4,4,4,2,3,2,3.875,3,2,4,4,5,5,3,3.75,5.25,4,4.333333333,4.833333333,4.666666667,1,0,1,0,0,1,0,3,1,2,2,2,1,1,1.333333333,4.4,1.666666667,4
