policy,condition,agent_id,llm_numeric,real_numeric,error,abs_error,exact_match,ordinal_score,step1_reasoning,reversed_scale
CARBON_TAX,D,364.0,1,2,-1,1,0,0.8333333333333334,"**Reasoning:** Her strong environmental values and belief in protecting nature would push her toward supporting a policy that addresses carbon emissions, and the dividend mechanism — redistributing revenues to the public — would appeal to her sense of equal opportunity and fairness across society. However, as a slightly right-of-centre Conservative and Leave voter with a high household income, she may have reservations about government-imposed taxes on businesses and energy, and may be skeptical that the revenue would truly be distributed effectively rather than absorbed by bureaucracy. The carbon fee-and-dividend model is arguably more palatable to her than a straight carbon tax, since it uses a market-based pricing mechanism rather than heavy-handed regulation, potentially reconciling her environmental values with her economic instincts.

**Likely position: Moderate/Soft Support**",True
CARBON_TAX,D,1069.0,1,0,1,1,0,0.8333333333333334,"Her strong belief in equalizing conditions and giving all groups an equal chance to succeed would likely make the ""dividend"" component of this policy appealing, as redistributing tax revenues back to the public has a levelling quality she'd find attractive — and on a modest income of £25-29k, she might realistically benefit financially from such a scheme. However, her preference for routine and her lack of strong environmental activism mean she's unlikely to be enthusiastic primarily on green grounds, and she may harbour some concern about upward pressure on everyday costs like energy bills before any dividend materialises. Overall, she'd probably offer mild to moderate support, driven more by the redistributive fairness logic than by environmental conviction.",False
CARBON_TAX,D,1334.0,2,3,-1,1,0,0.8333333333333334,"This person's deep environmental commitment and very left-wing values would strongly push them toward supporting a carbon fee and dividend, as it directly addresses fossil fuel use while the dividend component appeals to their strong belief in equalizing conditions and helping others—particularly since dividends disproportionately benefit lower-income households. Their high education level means they'd likely understand the economic rationale for carbon pricing and appreciate its distributional equity dimension. A mild tension might exist from their skepticism of authority and possible preference for more direct regulation over market mechanisms (some on the far left view carbon taxes as a neoliberal half-measure), but the progressive dividend structure would likely override this concern, making them a strong supporter overall.",True
CARBON_TAX,D,807.0,2,0,2,2,0,0.6666666666666667,"**Reasoning:** Her left-wing political identity and strong belief in equalizing conditions make her broadly receptive to the carbon fee and dividend model—the redistribution mechanism in particular appeals to her egalitarian values, as it gives everyone an equal share of revenues rather than simply penalizing consumers. However, at a £150,000+ household income, she is likely a relatively high carbon consumer, meaning she would probably be a net payer under such a scheme, which could temper her enthusiasm given her strong personal success and wealth-building motivations. Since environmental protection isn't a primary driving focus for her, her support is likely moderate rather than passionate—she'd see it as a reasonable, fair-ish policy aligned with her political tribe rather than a cause she'd actively champion.

**Likely position: Moderately support**",False
CARBON_TAX,D,511.0,2,2,0,0,1,1.0,"This person's deep commitment to environmental protection and nature, combined with their left-wing values around equalizing conditions and helping others, would make the carbon fee and dividend policy particularly appealing — the redistributive dividend element bridges their environmental concerns with their social equity values. As an educated Labour and Remain voter in London, they are likely familiar with and sympathetic to market-based climate mechanisms, especially ones that return revenue to ordinary people rather than letting it disappear into government coffers. Their skepticism of authority and institutions might introduce slight hesitation about whether the government would genuinely distribute revenues fairly, but the policy's built-in accountability through the dividend mechanism would likely overcome this concern.

**Likely stance: Support (moderately to strongly)**",True
CARBON_TAX,D,1907.0,1,-3,4,4,0,0.33333333333333337,"**Reasoning:**

The carbon fee-and-dividend structure has features that could appeal to her egalitarian values — specifically that the revenues are redistributed to the public rather than absorbed by government, which aligns with her strong belief in equalizing conditions across society. Her Remain vote also suggests comfort with coordinated policy interventions. However, her Conservative 2019 vote and moderate scepticism of authority mean she's likely wary of government-imposed taxes actually delivering on their promises, and as a parent in a mid-income household, she'd be alert to whether the dividend genuinely offsets rising energy costs rather than just benefiting wealthier households disproportionately.

**Likely position: Moderate/tentative support**, contingent on the dividend being genuinely and fairly distributed — she'd back the principle more readily than trust the implementation.",False
CARBON_TAX,D,463.0,2,3,-1,1,0,0.8333333333333334,"This person's deep environmental values and commitment to protecting nature would make them strongly supportive of the carbon tax element, as it directly addresses fossil fuel use and climate change. The dividend redistribution mechanism would further appeal to their egalitarian worldview and belief in equalising conditions across society, as it returns revenue to everyone equally rather than concentrating it among elites or corporations. Some mild hesitation might come from their skepticism of government and authority — worrying whether revenues would genuinely be distributed fairly in practice — but the built-in redistributive mechanism largely addresses that concern, and their left-leaning, Remain-voting political identity aligns well with this kind of green fiscal policy overall.",True
CARBON_TAX,D,1604.0,1,2,-1,1,0,0.8333333333333334,"Her modest household income (£25-29k) as a parent would make her initially wary of anything that could raise the cost of fuel or heating, but the dividend element significantly changes the calculus — at her income level, she would likely be a net financial beneficiary, and her strong belief in equalizing conditions and redistributive fairness would make that aspect genuinely appealing. Her basic (but not activist) respect for nature and her left-of-centre positioning would give her a broadly positive orientation toward climate policy in principle, without her feeling ideologically compelled to champion it. On balance, she'd probably offer **moderate support**, appreciating the egalitarian redistribution mechanism while retaining some scepticism about whether the government would administer it effectively or whether it would actually change corporate behaviour.",False
CARBON_TAX,D,1106.0,-1,0,-1,1,0,0.8333333333333334,"**Reasoning:**

Her low household income (£15,000–£19,999) is a key factor here — a carbon tax raises energy and goods prices, which hits lower-income households hardest, making her potentially wary of the policy's immediate cost-of-living impact. However, the dividend element could appeal to her sense of fairness and practically benefit her financially, since equal per-person dividends tend to favour lower-income individuals who have smaller carbon footprints. Her Leave vote and traditional values suggest some scepticism toward establishment-driven regulatory interventions framed around climate change, and since she doesn't prioritise environmental protection as a driving concern, the environmental rationale alone wouldn't be compelling — leaving her likely **mildly opposed or ambivalent**, with any residual support coming primarily from the redistributive dividend aspect rather than the climate framing.",True
CARBON_TAX,D,762.0,1,1,0,0,1,1.0,"This person's Lib Dem vote and Remain stance suggest openness to policy solutions addressing environmental concerns, and the dividend mechanism would appeal to their sense of fairness since it returns revenue directly to the public rather than disappearing into government coffers. However, their slightly right-of-centre positioning means they may be instinctively wary of new taxes on energy, particularly given their role as a parent managing household finances, and they'd likely question whether such a policy would genuinely work or just add costs to everyday life. The market-based structure of the policy (rather than heavy regulation) might make it more palatable than other green policies, leaving them probably modestly supportive but with real reservations about practical implementation and the burden on working households.",False
CARBON_TAX,D,191.0,1,1,0,0,1,1.0,"This person's strong belief in equalizing conditions and redistributive fairness would likely make the ""dividend"" element of this policy particularly appealing — the idea that revenues go back to the public, rather than into government coffers, aligns well with his egalitarian instincts and his modest income level means he could plausibly benefit from such a scheme. His left-of-centre Labour voting history and basic respect for nature would provide a general disposition toward supporting climate-related policies, even if environmentalism isn't a primary passion. However, his skepticism of authority and preference for the familiar might generate some wariness about whether the government would actually distribute the revenues fairly and efficiently, tempering his support rather than producing outright enthusiasm.",True
CARBON_TAX,D,941.0,2,2,0,0,1,1.0,"This person's deep environmental commitments and strong belief in equalizing societal conditions would make the carbon fee and dividend policy particularly appealing, as it addresses both climate harm and redistribution simultaneously — the dividend element specifically aligns with their value of equal opportunity. Their centre positioning and higher income bracket might introduce mild concern about economic disruption or whether government would faithfully distribute revenues as promised, given their skepticism of authority and leaders. On balance, the environmental and redistributive logic of the policy maps closely enough onto their core values that they would likely **support** it, though their distrust of institutional implementation might temper full enthusiasm.",False
CARBON_TAX,D,179.0,-1,1,-2,2,0,0.6666666666666667,"**Reasoning:**

On one hand, his very low household income (£10,000–£14,999) means the dividend component could genuinely benefit him financially, since carbon fee-and-dividend schemes tend to redistribute money toward lower-income households — and his belief in equalizing conditions for all groups might make the redistributive element appealing. On the other hand, his Conservative 2019 vote and Leave background suggest he's likely skeptical of new taxes framed around environmental goals and may distrust whether the government would actually deliver on the dividend promise fairly, viewing it as another elite-driven scheme that burdens ordinary people with higher energy and fuel costs. His ""balance"" approach to environment and progress, combined with his modest but real concern about personal finances, likely leaves him ambivalent but leaning **slightly opposed** — attracted by the dividend in principle but put off by the ""carbon tax"" framing and skepticism toward government competence and honesty in following through.",True
CARBON_TAX,D,1189.0,1,1,0,0,1,1.0,"**Reasoning:**

The dividend element of this policy likely appeals to her strong egalitarian instincts, as redistributing revenue directly to the public has a levelling effect that aligns with her belief that society should actively work to equalise conditions — and at her income level, she could potentially benefit financially from such a scheme. However, her Leave vote signals some scepticism toward technocratic, establishment-driven policy interventions, and living in the South West — where car dependency and rural geography make fuel costs a more tangible burden — means a carbon tax could feel like a real squeeze on her budget rather than an abstract principle. Since environmental protection is not a primary driving focus for her, the policy's green rationale doesn't strongly pull her toward support, leaving the redistributive dividend as the main draw, likely resulting in **mild to moderate support** with some reservations about implementation costs.",False
CARBON_TAX,D,1406.0,-1,2,-3,3,0,0.5,"**Reasoning:** On a modest household income of £20,000–£24,999, this person would likely be acutely sensitive to anything that raises energy or fuel costs, even if revenues are returned as a dividend — she may not trust that the dividend would adequately compensate her household, and Brexit voters in her demographic have often shown skepticism toward policies perceived as driven by metropolitan or globalist priorities. However, the redistribution element has some appeal given her genuine belief in equalising conditions in society and the fact that lower-carbon households (often lower-income ones) can actually benefit financially from such schemes. Balancing these tensions, she would likely land in **mild opposition or ambivalence** — not a passionate opponent, but unconvinced that the policy would genuinely help people like her rather than adding another financial burden dressed up with an appealing label.",True
CARBON_TAX,D,1332.0,2,2,0,0,1,1.0,"This person's deep environmental commitment and strong belief in equalizing conditions would likely make the carbon fee and dividend policy quite appealing — it directly addresses climate change while redistributing resources back to the public, which aligns with her left-wing redistributive values. The dividend element particularly resonates with her belief in equal opportunities and counteracts concerns that carbon taxes disproportionately burden lower-income households. However, her skepticism of authority and government institutions might introduce some hesitation about whether the revenues would genuinely reach people equitably, and as a very left-wing thinker, she might view market-based mechanisms like carbon taxes as insufficiently radical compared to more direct regulatory action against fossil fuel companies.

**Likely position: Support (possibly with reservations about implementation)**",False
CARBON_TAX,D,710.0,-2,-1,-1,1,0,0.8333333333333334,"**Reasoning:** As a right-wing Conservative and Brexit voter, this person would likely be instinctively skeptical of any new government-imposed tax on fossil fuels, viewing it as costly state intervention that drives up energy and living costs — particularly relevant in Scotland where heating demands are high. The ""dividend"" element might slightly soften his opposition, as it has a market-flavored, fairness-adjacent quality rather than pure regulation, and his values do include a basic respect for nature and belief that no species should dominate the planet. However, his general lack of strong environmental activism combined with his preference for the familiar status quo and his right-leaning scepticism of redistributive government schemes would likely leave him moderately to strongly opposed overall.

**Likely position: Somewhat/Moderately Oppose**",True
CARBON_TAX,D,1114.0,-1,-2,1,1,0,0.8333333333333334,"**Reasoning:** This person's genuine care for nature and environment, combined with the dividend element that returns money directly to the public (aligning with his belief in equalizing conditions), could generate some sympathy for this policy. However, his right-wing voting history, Brexit outlook, and deep respect for tradition and skepticism of government intervention would likely make him wary of a new tax burden on fossil fuels — particularly one that could raise energy and petrol costs affecting ordinary working people like himself, regardless of the rebate mechanism. His practical, trade-qualified background would likely lead him to distrust whether the dividend would truly offset costs fairly, and he may view this as the kind of top-down technocratic policy associated with the metropolitan elite he voted against in both 2016 and 2019.

**Likely position: Mildly to moderately oppose**",False
CARBON_TAX,D,1526.0,2,1,1,1,0,0.8333333333333334,"**Likely position: Strong support, possibly with minor reservations about sufficiency**

This person's Green Party voting history, deep environmental commitment, and strong belief in equality align closely with carbon fee and dividend policy — the carbon tax addresses the environmental crisis they care deeply about, while the dividend component resonates with their values around equal opportunity and helping others, as it would particularly benefit lower-income households. Their left-wing orientation and belief in actively equalizing societal conditions makes the redistributive dividend element especially appealing, distinguishing this from a ""regressive"" carbon tax. However, their skepticism toward authority and leaders might generate some wariness about whether governments would actually distribute revenues fairly and consistently, and as a Green-leaning voter they may feel the policy doesn't go far enough compared to more transformative systemic change.",True
CARBON_TAX,D,1768.0,1,1,0,0,1,1.0,"This person's genuine commitment to environmental protection and global harmony would push them toward supporting a carbon tax, and the fee-and-dividend structure is particularly appealing because its market-based mechanics and redistributive element align with their centre political positioning and belief in equal opportunity. However, coming from a high-income household, they may instinctively weigh the economic burden on their family's lifestyle and have some ambivalence about whether government-imposed taxes are the most effective mechanism, given their desire for autonomy and skepticism of top-down authority. The dividend element likely softens opposition considerably, making this feel fairer and less like pure state overreach, so they would probably land at **moderate support** — appreciating the environmental logic and the redistributive design without being strongly enthusiastic about expanding government intervention.",False
CARBON_TAX,D,1062.0,-2,-3,1,1,0,0.8333333333333334,"**Reasoning:** As a high-income earner (£150,000+), he would almost certainly be a net loser under a carbon fee-and-dividend scheme — paying significantly more in carbon tax than he'd receive back in the equal dividend — which would generate personal financial resistance, especially given his strong motivation around personal success and getting ahead. His right-wing positioning and belief that humans should appropriately dominate the natural world means he's unlikely to be strongly motivated by the environmental rationale behind the policy. However, his Remain vote and high education level may make him more open to market-based mechanisms over blunt regulation, and the redistribution element superficially aligns with his stated belief in equalizing conditions — though his right-wing instincts would likely frame that dividend as unwanted wealth redistribution rather than fairness.

**Likely position: Moderately oppose**",True
CARBON_TAX,D,496.0,2,-1,3,3,0,0.5,"**Likely position: Moderate to strong support**

Her deep commitment to environmental protection and caring for nature would make a carbon tax highly appealing as a mechanism to reduce fossil fuel consumption, while her belief in equal opportunities and actively helping others would make the dividend redistribution element particularly attractive — it directly addresses her concern that such policies could burden ordinary people on modest incomes like herself. However, her 2019 Conservative vote suggests she retains some pragmatic caution about government overreach or economic disruption, and on her income of around £30-35k she would be watchful that the policy genuinely delivers meaningful returns to households rather than becoming another cost burden dressed up as something fairer.",False
CARBON_TAX,D,1277.0,1,0,1,1,0,0.8333333333333334,"**Reasoning:** The dividend element of this policy could appeal to her strong belief in equalizing conditions and redistributing resources more fairly, and as a Labour voter she has some sympathy for policies that put money back into ordinary people's pockets — which at her income level could be a net benefit. However, as a Leave voter with a modest household income, she's likely wary of the ""tax"" component, worrying that increased costs on fossil fuels will squeeze household budgets for people like her before any dividend materialises, and she may be skeptical that the government would follow through on the redistribution fairly. Her moderate rather than activist environmental stance means the ecological rationale alone wouldn't be compelling enough to overcome those cost-of-living concerns.

**Likely position: Slight/moderate support, with reservations** — the redistribution framing makes it more palatable than a straight carbon tax, but she'd want reassurance it genuinely benefits people on ordinary incomes rather than becoming another burden on working households.",True
CLIMATE_COMPENSATION,A,1729.0,3,2,1,1,0,0.8333333333333334,,False
CLIMATE_COMPENSATION,A,1293.0,-2,0,-2,2,0,0.6666666666666667,,False
CLIMATE_COMPENSATION,A,509.0,3,2,1,1,0,0.8333333333333334,,False
CLIMATE_COMPENSATION,A,143.0,3,0,3,3,0,0.5,,False
CLIMATE_COMPENSATION,A,1780.0,0,-3,3,3,0,0.5,,False
CLIMATE_COMPENSATION,A,973.0,2,1,1,1,0,0.8333333333333334,,False
CLIMATE_COMPENSATION,A,1088.0,2,-1,3,3,0,0.5,,False
CLIMATE_COMPENSATION,A,364.0,2,0,2,2,0,0.6666666666666667,,False
CLIMATE_COMPENSATION,A,1069.0,1,-1,2,2,0,0.6666666666666667,,False
CLIMATE_COMPENSATION,A,1334.0,3,3,0,0,1,1.0,,False
CLIMATE_COMPENSATION,A,807.0,2,-1,3,3,0,0.5,,False
CLIMATE_COMPENSATION,A,511.0,3,2,1,1,0,0.8333333333333334,,False
CLIMATE_COMPENSATION,A,1907.0,1,-3,4,4,0,0.33333333333333337,,False
CLIMATE_COMPENSATION,A,463.0,3,-2,5,5,0,0.16666666666666663,,False
CLIMATE_COMPENSATION,A,1604.0,2,1,1,1,0,0.8333333333333334,,False
CLIMATE_COMPENSATION,A,1106.0,0,1,-1,1,0,0.8333333333333334,,False
CLIMATE_COMPENSATION,A,762.0,0,-3,3,3,0,0.5,,False
CLIMATE_COMPENSATION,A,191.0,2,2,0,0,1,1.0,,False
CLIMATE_COMPENSATION,A,941.0,3,2,1,1,0,0.8333333333333334,,False
CLIMATE_COMPENSATION,A,179.0,0,0,0,0,1,1.0,,False
CLIMATE_COMPENSATION,A,1189.0,1,-1,2,2,0,0.6666666666666667,,False
CLIMATE_COMPENSATION,A,1406.0,0,-2,2,2,0,0.6666666666666667,,False
CLIMATE_COMPENSATION,A,1332.0,3,3,0,0,1,1.0,,False
CLIMATE_COMPENSATION,A,710.0,-2,1,-3,3,0,0.5,,False
CLIMATE_COMPENSATION,A,1114.0,2,-2,4,4,0,0.33333333333333337,,False
CLIMATE_COMPENSATION,A,1526.0,3,0,3,3,0,0.5,,False
CLIMATE_COMPENSATION,A,1768.0,2,1,1,1,0,0.8333333333333334,,False
CLIMATE_COMPENSATION,A,1062.0,-2,-2,0,0,1,1.0,,False
CLIMATE_COMPENSATION,A,496.0,3,0,3,3,0,0.5,,False
CLIMATE_COMPENSATION,A,1277.0,0,-2,2,2,0,0.6666666666666667,,False
CLIMATE_COMPENSATION,D,1729.0,3,2,1,1,0,0.8333333333333334,"This person's profile strongly aligns with supporting international climate compensation. Her Green Party vote, Remain stance, and core values around global harmony, equal opportunities, and environmental protection all point toward embracing the climate justice argument — that wealthy countries historically responsible for emissions should compensate more vulnerable nations bearing the consequences. Her university education also likely means she's familiar with the ""loss and damage"" framework and views it as morally consistent with her belief that no group should be disadvantaged unfairly.

The one tension in her profile is her relatively modest household income (£20,000–£24,999), which could make her sensitive to arguments about the domestic cost burden of such policies, particularly if framed as taxpayer-funded transfers. However, given that her environmental and egalitarian values are described as deeply held and her political identity is closely tied to climate action, this financial consideration is unlikely to outweigh her principled support.

Overall, she would most likely **strongly support** this policy, viewing it as a natural extension of both her environmental commitments and her belief in global equality and collective responsibility.",False
CLIMATE_COMPENSATION,D,1293.0,-2,0,-2,2,0,0.6666666666666667,"**Likely position: Moderate to strong opposition**

Her Brexit vote and right-wing Conservative political identity strongly signal a preference for national sovereignty and skepticism toward international financial obligations, making government-mandated compensation payments to foreign nations feel like an unwanted global wealth transfer. On a modest household income, she would likely feel that public money should address domestic needs first, and her traditional values tend to prioritize the immediate community and nation over abstract global commitments. While her stated belief in equal opportunity for all groups creates some internal tension, in practice this value likely applies more to fairness within familiar social contexts rather than driving support for large-scale international climate reparations, which she may also view skeptically given that climate change itself may not be a primary concern for someone of her demographic and political profile.",True
CLIMATE_COMPENSATION,D,509.0,2,2,0,0,1,1.0,"**Likely position: Moderate-to-strong support**

Her Green voting history and core values around global harmony, equal opportunities, and caring for others strongly predispose her to support climate compensation — she likely sees wealthy nations as having a moral responsibility for the damage caused to poorer countries who contributed least to the problem. Her belief that society should actively work to equalize conditions and reject group dominance aligns naturally with the principle of climate justice. However, her very modest household income (£10,000-£14,999) may introduce some hesitation — not ideological opposition, but a practical concern about how such compensation is funded and whether ordinary people like herself bear a disproportionate burden — potentially softening her support to ""somewhat"" rather than ""strongly"" support.",False
CLIMATE_COMPENSATION,D,143.0,2,0,2,2,0,0.6666666666666667,"This person's strong environmental values, belief in global harmony, and internationalist outlook (evidenced by her Remain vote and Labour support) would naturally incline her toward supporting climate compensation for affected countries, as she sees environmental protection and global equality as intertwined moral responsibilities. Her conviction that all groups deserve equal opportunities and that society should actively work to equalise conditions aligns well with the ""loss and damage"" framing of climate justice — wealthier nations bearing responsibility for poorer nations' climate suffering. However, her centrist positioning and comfortable but not extravagant household income might introduce some pragmatic hesitation around accountability, cost, and whether such compensation would be well-administered, potentially tempering her support from ""strongly"" to ""somewhat"" in favour.",True
CLIMATE_COMPENSATION,D,1780.0,-1,-3,2,2,0,0.6666666666666667,"This person's core values lean toward caring for those close to them rather than championing global equality, making international climate compensation feel relatively abstract and distant from their immediate concerns. Their centre-ground political positioning and acceptance of mild social hierarchies means they likely harbour some scepticism about large-scale wealth redistribution to other nations, particularly when they may feel domestic needs (housing, NHS, cost of living) should take priority given the tax burden involved. However, their university education and basic respect for fairness might give them some sympathy for the principle, leaving them probably mildly opposed or indifferent rather than strongly either way.",False
CLIMATE_COMPENSATION,D,973.0,1,1,0,0,1,1.0,"Her left-wing political identity, internationalist outlook (evidenced by Remain vote), and strong belief that society should actively work to equalize conditions between groups would pull her toward supporting international climate compensation in principle — particularly since she rejects the notion that any group should dominate or be disadvantaged relative to others. However, her values profile notably specifies that she does *not* actively champion global equality or make environmental protection a primary life focus, and her care tends to be directed toward people close to her rather than distant causes, which could temper her enthusiasm and make her somewhat ambivalent about prioritising foreign compensation over domestic needs. She would likely express moderate, somewhat qualified support — agreeing with the fairness principle behind the policy but potentially raising pragmatic questions about implementation, effectiveness, or whether the UK government should be spending in this way when domestic inequalities also need addressing.",True
CLIMATE_COMPENSATION,D,1088.0,-1,-1,0,0,1,1.0,"Her deep commitment to environmental protection, global harmony, and believing all groups deserve equal chances would push her toward supporting climate compensation for vulnerable nations — her values genuinely include caring for others beyond her immediate community. However, her Brexit vote strongly signals a ""take care of home first"" instinct and skepticism about sending money abroad, especially given her own very tight household income of under £15,000, which may make international compensation feel like an unaffordable luxury when people around her are also struggling. The tension between her humanitarian values and her lived financial precarity — combined with the Leave-voter framing that Britain's resources should serve British people first — likely leaves her ambivalent or leaning toward mild opposition, particularly if the policy is framed as costly foreign aid rather than environmental justice.",False
CLIMATE_COMPENSATION,D,364.0,1,0,1,1,0,0.8333333333333334,"Her strong commitment to environmental protection, global harmony, and equalizing conditions across groups would pull her toward supporting this policy in principle, as she genuinely cares about those harmed by climate impacts beyond their control. However, her Leave vote and slightly right-of-centre politics suggest a degree of skepticism toward large-scale international financial transfers and concerns about national sovereignty over how UK taxpayer money is spent abroad. This tension likely lands her in a position of mild or conditional support — sympathetic to the humanitarian rationale but cautious about the practical mechanics and scale of such compensation schemes.",True
CLIMATE_COMPENSATION,D,1069.0,-1,-1,0,0,1,1.0,"**Reasoning:** Her Remain vote and strong belief that all groups deserve equal opportunity might initially incline her toward seeing international climate compensation as fair, since she rejects the idea that any group should be disadvantaged. However, her values profile shows she doesn't actively champion global equality as a driving priority, and her modest household income (£25-29k) in Wales likely makes her sensitive to where taxpayer money goes, with a natural preference for domestic spending. Her generally local/close-to-home relational focus and lack of strong environmental activism as a core identity mean that compensating distant, foreign populations for climate impacts would feel somewhat abstract and hard to justify when she may perceive pressing needs at home.

**Likely position: Slight to moderate opposition**, not on ideological hostility grounds, but driven by practical cost concerns and a sense that the UK government should prioritise its own citizens first — a fairly common centrist, modest-income instinct.",False
CLIMATE_COMPENSATION,D,1334.0,2,3,-1,1,0,0.8333333333333334,"This person's strong commitment to global harmony, equal opportunities, and rejecting group dominance aligns closely with the ""loss and damage"" climate justice framing - wealthy industrialized nations like the UK caused the bulk of historical emissions while poorer nations bear disproportionate consequences, making compensation a matter of basic equity. Their very left-wing positioning and explicit belief that society should actively equalize conditions across groups would extend naturally to international climate justice. Their skepticism of authority and institutions might introduce some hesitation about whether government-administered compensation mechanisms actually reach affected communities effectively, but this would likely manifest as a preference for more direct or radical approaches rather than outright opposition to the principle.",True
CLIMATE_COMPENSATION,D,807.0,1,-1,2,2,0,0.6666666666666667,"**Factors supporting:** Her left-wing identity, Labour/Remain voting history, and internationalist outlook would create a general sympathy toward climate justice framing, and her strong belief in equalizing conditions and rejecting group dominance could extend to viewing wealthy nations compensating poorer, more climate-vulnerable ones as a matter of fairness.

**Factors opposing:** Her value profile explicitly notes she does *not* actively champion global equality or make environmental protection a primary, driving focus — these are background values rather than motivating ones. Her high personal ambition, focus on people close to her, and motivation around personal success and status mean she may be more focused on domestic priorities, and could view large overseas compensation schemes skeptically, particularly regarding cost and accountability.

**Overall:** She would likely express **moderate, somewhat lukewarm support** — enough to nod along with the principle (consistent with her political identity and sense of fairness) but without strong conviction, possibly hedging with concerns about whether such funds are well-managed or whether domestic needs should come first.",False
CLIMATE_COMPENSATION,D,511.0,2,2,0,0,1,1.0,"This person's values strongly predispose them toward supporting this policy. Their deep commitment to global harmony, equal opportunity, and actively helping others, combined with their internationalist outlook as a Remain voter and Labour supporter, makes compensating climate-affected countries feel like a natural extension of their worldview. Their belief that society should actively work to equalize conditions, and their Asian ethnicity potentially giving them personal or cultural connections to regions disproportionately affected by climate change (South/Southeast Asia), would further reinforce this support. The main tension might come from their skepticism of government and authority, potentially making them question whether government-administered compensation is the most effective mechanism, but this is unlikely to outweigh their strong pro-environmental and pro-global-equity values.",True
CLIMATE_COMPENSATION,D,1907.0,1,-3,4,4,0,0.33333333333333337,"**Reasoning:**

Her strong belief in equalizing conditions across all groups and her Remain vote suggest an internationalist, cosmopolitan tendency that would incline her toward supporting climate compensation for vulnerable nations — particularly as someone of Asian heritage who may feel personal connections to regions disproportionately affected by climate change. However, her 2019 Conservative vote reflects a pragmatic, fiscally cautious instinct, and the fact that environmental protection is not a primary driving value for her means she may not feel strongly compelled to prioritize foreign climate compensation over domestic spending priorities, especially as a middle-income parent. Her centre-ground positioning likely produces a somewhat ambivalent stance — perhaps mild support in principle, but with reservations about the scale, accountability, and whether such funds would be well-managed.

**Likely position: Slight to moderate support, with reservations**",False
CLIMATE_COMPENSATION,D,463.0,2,-2,4,4,0,0.33333333333333337,"This person's deep commitment to environmental protection, global harmony, and equal opportunities strongly aligns with compensating climate-affected nations, particularly given that poorer countries typically contribute least to emissions but suffer disproportionately — a clear inequity they would find troubling. Their Remain vote signals comfort with international cooperation and a sense of shared global responsibility. However, their skepticism of authority and leaders might give them pause about whether compensation mechanisms are well-designed, whether money actually reaches affected communities, or whether powerful interests might corrupt the process — tempering enthusiasm with practical doubt rather than outright opposition.",True
CLIMATE_COMPENSATION,D,1604.0,0,1,-1,1,0,0.8333333333333334,"Her strong belief in societal equality and equalizing conditions could pull her toward supporting this in principle, as it aligns with her sense that no group should be disadvantaged unfairly. However, her environmental and global concerns are explicitly not a primary driving focus, and her modest household income with a child to support likely makes her more attentive to domestic spending priorities over international transfers. The ambiguity around her EU referendum vote also hints at some uncertainty around international commitments, suggesting she might view this as a ""nice idea in theory"" but feel lukewarm or mildly skeptical about it as an active government priority given competing domestic needs.",False
CLIMATE_COMPENSATION,D,1106.0,-1,1,-2,2,0,0.6666666666666667,"**Factors pushing toward opposition:** Her Leave vote is a strong indicator of a national-sovereignty-first outlook, which typically translates into skepticism about sending government money abroad, especially when she herself is on a modest income (£15,000–£19,999) and may feel domestic priorities should come first. She doesn't actively champion global equality as a core driving value, and her traditional, community-focused worldview tends to prioritize those close to her rather than abstract international obligations.

**Factors pushing toward support:** As a Black woman, she may feel some solidarity with communities in the Global South—which are disproportionately Black and brown—who bear the brunt of climate impacts they didn't cause, which could appeal to her general sense of fairness. Her higher education level also means she's likely aware of the arguments around climate justice and historical responsibility.

**Overall:** The Brexit vote, low household income, and absence of strong global-equality or environmentalist values would likely outweigh the sympathy factors, leaving her leaning toward **mild to moderate opposition**—not from hostility to the affected people, but from a feeling that the UK government's limited resources shouldn't be directed overseas when there are unmet needs at home.",True
CLIMATE_COMPENSATION,D,762.0,-1,-3,2,2,0,0.6666666666666667,"**Reasoning:** This person's Remain vote and Lib Dem sympathies suggest a degree of internationalist instinct, and his mixed ethnicity may give him some personal connection to communities beyond the UK, creating a modest pull toward supporting the principle. However, his stated values explicitly note he does *not* actively champion global equality as a driving focus, and his slightly right-of-centre positioning combined with his role as a parent on a comfortable but not extravagant income would likely make him uneasy about significant government funds being directed abroad when domestic priorities (schools, NHS, cost of living) feel more immediate. The word ""compensate"" may also trigger skepticism about liability and open-ended financial commitments that feel disconnected from his own community and daily life.

**Likely position: Slightly oppose / Neither support nor oppose** — he wouldn't be vehemently against the idea in principle, but would likely feel it's a lower priority than domestic needs and would be wary of the practical costs and fairness implications for UK taxpayers.",False
CLIMATE_COMPENSATION,D,191.0,1,2,-1,1,0,0.8333333333333334,"His strong belief that all groups deserve equal opportunities and that conditions should be actively equalized would push him toward supporting international climate compensation, particularly given his Asian heritage which may foster personal connection to communities in South and Southeast Asia disproportionately harmed by climate change. His Labour-voting, Remain background also suggests a degree of internationalist sympathy. However, his skepticism of authority and leaders would likely make him doubt whether government-administered compensation schemes actually deliver money effectively to affected people rather than being absorbed by bureaucracy or corrupt intermediaries, and his modest income on a nursing salary might make him feel domestic needs should come first.",True
