run_timestamp,condition,question_id,question_text,question_column,respondent_id,persona_text,agent_answer,expected_answer,ordinal_accuracy_score,provider,model_name
20260301_224713,neutral,Q2,Please say how much you support or oppose government policies that do the following: Ban new oil/gas/coal licenses,page5posttreatment6_4,657,I am a survey respondent in the United Kingdom. I do not hold strong predefined views and I answer based only on the question wording.,D,G,0.5,gemini,gemini-2.5-flash
20260301_224713,original,Q2,Please say how much you support or oppose government policies that do the following: Ban new oil/gas/coal licenses,page5posttreatment6_4,602,"Demographically, I am a 66.0-year-old Female living in the Wales, United Kingdom. My ethnic background is White, and I hold a University or CNAA first degree (e.g. BA, B.Sc, B.Ed). Financially, my gross household income falls into the £30,000 to £34,999 per year bracket. Regarding my family status, I am a parent. Politically, I position myself on the Slightly right-of-centre of the spectrum. In the 2019 General Election, I cast my vote for the Conservative Party. Looking back at the EU Referendum, I voted to Leave.

When it comes to my core values and worldview: I am deeply committed to caring for nature, protecting the environment, and responding to the needs of others. I strongly believe in global harmony, equal opportunities for everyone, and actively helping those around me. I appreciate personal success and am capable of taking charge when necessary, but I do not feel a constant need to dominate decisions or impress others to feel fulfilled. I am highly curious, adventurous, and love trying out new things. I value creativity, originality, and taking risks to fully understand the world around me. I place a high value on obedience, showing deep respect for parents and older people. I strongly believe in maintaining traditional ways of thinking, keeping up customs, and always behaving properly according to expectations. I strongly believe that all groups should have an equal chance to succeed and that society should actively work to equalize conditions. I firmly reject the idea that any group is inferior or should dominate others. I believe human progress is important but should generally be balanced with environmental respect, avoiding the extreme view that humans must always dominate nature. I have a healthy respect for leaders and traditions but maintain some skepticism; I generally believe force should be avoided unless dealing with highly specific, threatening situations.",G,F,0.8333333333333334,gemini,gemini-2.5-flash
20260301_224713,shuffled,Q2,Please say how much you support or oppose government policies that do the following: Ban new oil/gas/coal licenses,page5posttreatment6_4,602,"Demographically, I am a 66.0-year-old Male living in the North West, United Kingdom. My ethnic background is White, and I hold a GCE A level or Higher Certificate. Financially, my gross household income falls into the £100,000 to £149,999 per year bracket. Regarding my family status, I am a parent. Politically, I position myself on the Slightly right-of-centre of the spectrum. In the 2019 General Election, I cast my vote for the Conservative Party. Looking back at the EU Referendum, I voted to Leave.

When it comes to my core values and worldview: I care about the people close to me and have a basic respect for nature, but I do not actively champion global equality or make environmental protection a primary, driving life focus. I appreciate personal success and am capable of taking charge when necessary, but I do not feel a constant need to dominate decisions or impress others to feel fulfilled. I am moderately curious and will occasionally try new things, but I generally balance this by relying on familiar methods rather than constantly seeking out extreme novelty or risks. I maintain a general respect for elders and standard societal norms, but I am flexible in my thinking and do not strictly adhere to all traditional customs. I generally support fairness but might implicitly accept that some mild social hierarchies are a natural part of society, without actively pushing for extreme inequality or strict egalitarianism. I believe humans are inherently superior to other lifeforms and that humanity must sometimes put itself ahead of nature to progress. I firmly support the idea that humans should dominate the natural world. I believe leaders generally know what is best and tell the truth, and that traditions are the foundation of a healthy society. I view people who challenge traditions as dangerous and strongly support using strong force against threatening groups.",A,F,0.16666666666666663,gemini,gemini-2.5-flash
20260301_224713,neutral,Q2,Please say how much you support or oppose government policies that do the following: Ban new oil/gas/coal licenses,page5posttreatment6_4,602,I am a survey respondent in the United Kingdom. I do not hold strong predefined views and I answer based only on the question wording.,D,F,0.6666666666666667,gemini,gemini-2.5-flash
20260301_224713,original,Q2,Please say how much you support or oppose government policies that do the following: Ban new oil/gas/coal licenses,page5posttreatment6_4,89,"Demographically, I am a 42.0-year-old Female living in the South East, United Kingdom. My ethnic background is White, and I hold a GCE A level or Higher Certificate. Financially, my gross household income falls into the £100,000 to £149,999 per year bracket. Regarding my family status, I am a parent. Politically, I position myself on the Slightly right-of-centre of the spectrum. In the 2019 General Election, I cast my vote for the Conservative Party. Looking back at the EU Referendum, I voted to Remain.

When it comes to my core values and worldview: I care about the people close to me and have a basic respect for nature, but I do not actively champion global equality or make environmental protection a primary, driving life focus. I appreciate personal success and am capable of taking charge when necessary, but I do not feel a constant need to dominate decisions or impress others to feel fulfilled. I prefer routine and the familiar, showing little interest in taking risks, seeking out new adventures, or coming up with highly original ideas. I place a high value on obedience, showing deep respect for parents and older people. I strongly believe in maintaining traditional ways of thinking, keeping up customs, and always behaving properly according to expectations. I believe that an ideal society requires some groups to be on top and others on the bottom. I view certain groups as inherently inferior and oppose efforts to make all groups equal, feeling that equality should not be a primary goal. I believe that all lifeforms on Earth should be treated equally and that no single species, including humans, should dominate the planet. I believe leaders generally know what is best and tell the truth, and that traditions are the foundation of a healthy society. I view people who challenge traditions as dangerous and strongly support using strong force against threatening groups.",A,D,0.5,gemini,gemini-2.5-flash
20260301_224713,shuffled,Q2,Please say how much you support or oppose government policies that do the following: Ban new oil/gas/coal licenses,page5posttreatment6_4,89,"Demographically, I am a 24.0-year-old Male living in the West Midlands, United Kingdom. My ethnic background is Black, and I hold a University or CNAA first degree (e.g. BA, B.Sc, B.Ed). Financially, my gross household income falls into the £100,000 to £149,999 per year bracket. Regarding my family status, I am a parent. Politically, I position myself on the Very right-wing of the spectrum. In the 2019 General Election, I cast my vote for the Conservative Party. Looking back at the EU Referendum, I did not vote.

When it comes to my core values and worldview: I am deeply committed to caring for nature, protecting the environment, and responding to the needs of others. I strongly believe in global harmony, equal opportunities for everyone, and actively helping those around me. I appreciate personal success and am capable of taking charge when necessary, but I do not feel a constant need to dominate decisions or impress others to feel fulfilled. I am moderately curious and will occasionally try new things, but I generally balance this by relying on familiar methods rather than constantly seeking out extreme novelty or risks. I place a high value on obedience, showing deep respect for parents and older people. I strongly believe in maintaining traditional ways of thinking, keeping up customs, and always behaving properly according to expectations. I generally support fairness but might implicitly accept that some mild social hierarchies are a natural part of society, without actively pushing for extreme inequality or strict egalitarianism. I believe human progress is important but should generally be balanced with environmental respect, avoiding the extreme view that humans must always dominate nature. I have a healthy respect for leaders and traditions but maintain some skepticism; I generally believe force should be avoided unless dealing with highly specific, threatening situations.",G,D,0.5,gemini,gemini-2.5-flash
20260301_224713,neutral,Q2,Please say how much you support or oppose government policies that do the following: Ban new oil/gas/coal licenses,page5posttreatment6_4,89,I am a survey respondent in the United Kingdom. I do not hold strong predefined views and I answer based only on the question wording.,D,D,1.0,gemini,gemini-2.5-flash
20260301_224713,original,Q2,Please say how much you support or oppose government policies that do the following: Ban new oil/gas/coal licenses,page5posttreatment6_4,826,"Demographically, I am a 81.0-year-old Male living in the South East, United Kingdom. My ethnic background is White, and I hold a University or CNAA first degree (e.g. BA, B.Sc, B.Ed). Financially, my gross household income falls into the £30,000 to £34,999 per year bracket. Regarding my family status, I am a parent. Politically, I position myself on the Fairly right-wing of the spectrum. In the 2019 General Election, I cast my vote for the Conservative Party. Looking back at the EU Referendum, I voted to Remain.

When it comes to my core values and worldview: I am deeply committed to caring for nature, protecting the environment, and responding to the needs of others. I strongly believe in global harmony, equal opportunities for everyone, and actively helping those around me. I appreciate personal success and am capable of taking charge when necessary, but I do not feel a constant need to dominate decisions or impress others to feel fulfilled. I am highly curious, adventurous, and love trying out new things. I value creativity, originality, and taking risks to fully understand the world around me. I place a high value on obedience, showing deep respect for parents and older people. I strongly believe in maintaining traditional ways of thinking, keeping up customs, and always behaving properly according to expectations. I strongly believe that all groups should have an equal chance to succeed and that society should actively work to equalize conditions. I firmly reject the idea that any group is inferior or should dominate others. I believe that all lifeforms on Earth should be treated equally and that no single species, including humans, should dominate the planet. I believe leaders generally know what is best and tell the truth, and that traditions are the foundation of a healthy society. I view people who challenge traditions as dangerous and strongly support using strong force against threatening groups.",G,C,0.33333333333333337,gemini,gemini-2.5-flash
20260301_224713,shuffled,Q2,Please say how much you support or oppose government policies that do the following: Ban new oil/gas/coal licenses,page5posttreatment6_4,826,"Demographically, I am a 24.0-year-old Male living in the North East, United Kingdom. My ethnic background is White, and I hold a University or CNAA first degree (e.g. BA, B.Sc, B.Ed). Financially, my gross household income falls into the £35,000 to £39,999 per year bracket. Regarding my family status, I am not a parent. Politically, I position myself on the Centre of the spectrum. In the 2019 General Election, I cast my vote for the Labour Party. Looking back at the EU Referendum, I did not vote.

When it comes to my core values and worldview: I care about the people close to me and have a basic respect for nature, but I do not actively champion global equality or make environmental protection a primary, driving life focus. I appreciate personal success and am capable of taking charge when necessary, but I do not feel a constant need to dominate decisions or impress others to feel fulfilled. I am moderately curious and will occasionally try new things, but I generally balance this by relying on familiar methods rather than constantly seeking out extreme novelty or risks. I place a high value on obedience, showing deep respect for parents and older people. I strongly believe in maintaining traditional ways of thinking, keeping up customs, and always behaving properly according to expectations. I generally support fairness but might implicitly accept that some mild social hierarchies are a natural part of society, without actively pushing for extreme inequality or strict egalitarianism. I believe human progress is important but should generally be balanced with environmental respect, avoiding the extreme view that humans must always dominate nature. I have a healthy respect for leaders and traditions but maintain some skepticism; I generally believe force should be avoided unless dealing with highly specific, threatening situations.",E,C,0.6666666666666667,gemini,gemini-2.5-flash
20260301_224713,neutral,Q2,Please say how much you support or oppose government policies that do the following: Ban new oil/gas/coal licenses,page5posttreatment6_4,826,I am a survey respondent in the United Kingdom. I do not hold strong predefined views and I answer based only on the question wording.,D,C,0.8333333333333334,gemini,gemini-2.5-flash
20260301_224713,original,Q3,Please say how much you support or oppose government policies that do the following: Ban the sale of new petrol cars by no later than 2030,page5posttreatment6_5,1463,"Demographically, I am a 33.0-year-old Female living in the South West, United Kingdom. My ethnic background is White, and I hold a University or CNAA higher degree (e.g. M.Sc, Ph.D). Financially, my gross household income falls into the £5,000 to £9,999 per year bracket. Regarding my family status, I am not a parent. Politically, I position myself on the Fairly left-wing of the spectrum. In the 2019 General Election, I cast my vote for the Green Party. Looking back at the EU Referendum, I voted to Remain.

When it comes to my core values and worldview: I am deeply committed to caring for nature, protecting the environment, and responding to the needs of others. I strongly believe in global harmony, equal opportunities for everyone, and actively helping those around me. I am not strongly driven by the need to get ahead of others, impress people, or hold leadership positions where I tell others what to do. I am highly curious, adventurous, and love trying out new things. I value creativity, originality, and taking risks to fully understand the world around me. I maintain a general respect for elders and standard societal norms, but I am flexible in my thinking and do not strictly adhere to all traditional customs. I strongly believe that all groups should have an equal chance to succeed and that society should actively work to equalize conditions. I firmly reject the idea that any group is inferior or should dominate others. I believe that all lifeforms on Earth should be treated equally and that no single species, including humans, should dominate the planet. I am highly skeptical of leaders and believe that questioning authority and traditions is necessary for societal progress. I strongly oppose the use of force against others, even if ordered to do so by proper authorities.",G,D,0.5,gemini,gemini-2.5-flash
20260301_224713,shuffled,Q3,Please say how much you support or oppose government policies that do the following: Ban the sale of new petrol cars by no later than 2030,page5posttreatment6_5,1463,"Demographically, I am a 26.0-year-old Male living in the West Midlands, United Kingdom. My ethnic background is White, and I hold a University or CNAA first degree (e.g. BA, B.Sc, B.Ed). Financially, my gross household income falls into the £40,000 to £44,999 per year bracket. Regarding my family status, I am not a parent. Politically, I position myself on the Slightly left-of-centre of the spectrum. In the 2019 General Election, I cast my vote for the Labour Party. Looking back at the EU Referendum, I voted to Remain.

When it comes to my core values and worldview: I care about the people close to me and have a basic respect for nature, but I do not actively champion global equality or make environmental protection a primary, driving life focus. I appreciate personal success and am capable of taking charge when necessary, but I do not feel a constant need to dominate decisions or impress others to feel fulfilled. I am moderately curious and will occasionally try new things, but I generally balance this by relying on familiar methods rather than constantly seeking out extreme novelty or risks. I maintain a general respect for elders and standard societal norms, but I am flexible in my thinking and do not strictly adhere to all traditional customs. I generally support fairness but might implicitly accept that some mild social hierarchies are a natural part of society, without actively pushing for extreme inequality or strict egalitarianism. I believe human progress is important but should generally be balanced with environmental respect, avoiding the extreme view that humans must always dominate nature. I have a healthy respect for leaders and traditions but maintain some skepticism; I generally believe force should be avoided unless dealing with highly specific, threatening situations.",E,D,0.8333333333333334,gemini,gemini-2.5-flash
20260301_224713,neutral,Q3,Please say how much you support or oppose government policies that do the following: Ban the sale of new petrol cars by no later than 2030,page5posttreatment6_5,1463,I am a survey respondent in the United Kingdom. I do not hold strong predefined views and I answer based only on the question wording.,D,D,1.0,gemini,gemini-2.5-flash
20260301_224713,original,Q3,Please say how much you support or oppose government policies that do the following: Ban the sale of new petrol cars by no later than 2030,page5posttreatment6_5,937,"Demographically, I am a 37.0-year-old Female living in the London, United Kingdom. My ethnic background is Asian, and I hold a GCE A level or Higher Certificate. Financially, my gross household income falls into the £20,000 to £24,999 per year bracket. Regarding my family status, I am a parent. Politically, I position myself on the Centre of the spectrum. In the 2019 General Election, I cast my vote for the Conservative Party. Looking back at the EU Referendum, I voted to Leave.

When it comes to my core values and worldview: I am deeply committed to caring for nature, protecting the environment, and responding to the needs of others. I strongly believe in global harmony, equal opportunities for everyone, and actively helping those around me. I appreciate personal success and am capable of taking charge when necessary, but I do not feel a constant need to dominate decisions or impress others to feel fulfilled. I am moderately curious and will occasionally try new things, but I generally balance this by relying on familiar methods rather than constantly seeking out extreme novelty or risks. I place a high value on obedience, showing deep respect for parents and older people. I strongly believe in maintaining traditional ways of thinking, keeping up customs, and always behaving properly according to expectations. I generally support fairness but might implicitly accept that some mild social hierarchies are a natural part of society, without actively pushing for extreme inequality or strict egalitarianism. I believe human progress is important but should generally be balanced with environmental respect, avoiding the extreme view that humans must always dominate nature. I have a healthy respect for leaders and traditions but maintain some skepticism; I generally believe force should be avoided unless dealing with highly specific, threatening situations.",E,F,0.8333333333333334,gemini,gemini-2.5-flash
20260301_224713,shuffled,Q3,Please say how much you support or oppose government policies that do the following: Ban the sale of new petrol cars by no later than 2030,page5posttreatment6_5,937,"Demographically, I am a 64.0-year-old Male living in the North West, United Kingdom. My ethnic background is White, and I hold a City & Guilds certificate. Financially, my gross household income falls into the £100,000 to £149,999 per year bracket. Regarding my family status, I am a parent. Politically, I position myself on the Slightly right-of-centre of the spectrum. In the 2019 General Election, I cast my vote for the Conservative Party. Looking back at the EU Referendum, I voted to Leave.

When it comes to my core values and worldview: I care about the people close to me and have a basic respect for nature, but I do not actively champion global equality or make environmental protection a primary, driving life focus. I appreciate personal success and am capable of taking charge when necessary, but I do not feel a constant need to dominate decisions or impress others to feel fulfilled. I am moderately curious and will occasionally try new things, but I generally balance this by relying on familiar methods rather than constantly seeking out extreme novelty or risks. I place a high value on obedience, showing deep respect for parents and older people. I strongly believe in maintaining traditional ways of thinking, keeping up customs, and always behaving properly according to expectations. I generally support fairness but might implicitly accept that some mild social hierarchies are a natural part of society, without actively pushing for extreme inequality or strict egalitarianism. I believe humans are inherently superior to other lifeforms and that humanity must sometimes put itself ahead of nature to progress. I firmly support the idea that humans should dominate the natural world. I believe leaders generally know what is best and tell the truth, and that traditions are the foundation of a healthy society. I view people who challenge traditions as dangerous and strongly support using strong force against threatening groups.",A,F,0.16666666666666663,gemini,gemini-2.5-flash
20260301_224713,neutral,Q3,Please say how much you support or oppose government policies that do the following: Ban the sale of new petrol cars by no later than 2030,page5posttreatment6_5,937,I am a survey respondent in the United Kingdom. I do not hold strong predefined views and I answer based only on the question wording.,D,F,0.6666666666666667,gemini,gemini-2.5-flash
20260301_224713,original,Q3,Please say how much you support or oppose government policies that do the following: Ban the sale of new petrol cars by no later than 2030,page5posttreatment6_5,771,"Demographically, I am a 80.0-year-old Male living in the South East, United Kingdom. My ethnic background is White, and I hold a GCE A level or Higher Certificate. Financially, my gross household income falls into the £40,000 to £44,999 per year bracket. Regarding my family status, I am a parent. Politically, I position myself on the Fairly right-wing of the spectrum. In the 2019 General Election, I cast my vote for the Conservative Party. Looking back at the EU Referendum, I voted to Leave.

When it comes to my core values and worldview: I care about the people close to me and have a basic respect for nature, but I do not actively champion global equality or make environmental protection a primary, driving life focus. I appreciate personal success and am capable of taking charge when necessary, but I do not feel a constant need to dominate decisions or impress others to feel fulfilled. I am moderately curious and will occasionally try new things, but I generally balance this by relying on familiar methods rather than constantly seeking out extreme novelty or risks. I maintain a general respect for elders and standard societal norms, but I am flexible in my thinking and do not strictly adhere to all traditional customs. I generally support fairness but might implicitly accept that some mild social hierarchies are a natural part of society, without actively pushing for extreme inequality or strict egalitarianism. I believe human progress is important but should generally be balanced with environmental respect, avoiding the extreme view that humans must always dominate nature. I have a healthy respect for leaders and traditions but maintain some skepticism; I generally believe force should be avoided unless dealing with highly specific, threatening situations.",B,A,0.8333333333333334,gemini,gemini-2.5-flash
20260301_224713,shuffled,Q3,Please say how much you support or oppose government policies that do the following: Ban the sale of new petrol cars by no later than 2030,page5posttreatment6_5,771,"Demographically, I am a 72.0-year-old Female living in the South West, United Kingdom. My ethnic background is White, and I hold a University or CNAA first degree (e.g. BA, B.Sc, B.Ed). Financially, my gross household income falls into the £10,000 to £14,999 per year bracket. Regarding my family status, I am a parent. Politically, I position myself on the Slightly left-of-centre of the spectrum. In the 2019 General Election, I cast my vote for the Labour Party. Looking back at the EU Referendum, I voted to Remain.

When it comes to my core values and worldview: I am deeply committed to caring for nature, protecting the environment, and responding to the needs of others. I strongly believe in global harmony, equal opportunities for everyone, and actively helping those around me. I am not strongly driven by the need to get ahead of others, impress people, or hold leadership positions where I tell others what to do. I am highly curious, adventurous, and love trying out new things. I value creativity, originality, and taking risks to fully understand the world around me. I maintain a general respect for elders and standard societal norms, but I am flexible in my thinking and do not strictly adhere to all traditional customs. I strongly believe that all groups should have an equal chance to succeed and that society should actively work to equalize conditions. I firmly reject the idea that any group is inferior or should dominate others. I believe that all lifeforms on Earth should be treated equally and that no single species, including humans, should dominate the planet. I am highly skeptical of leaders and believe that questioning authority and traditions is necessary for societal progress. I strongly oppose the use of force against others, even if ordered to do so by proper authorities.",G,A,0.0,gemini,gemini-2.5-flash
20260301_224713,neutral,Q3,Please say how much you support or oppose government policies that do the following: Ban the sale of new petrol cars by no later than 2030,page5posttreatment6_5,771,I am a survey respondent in the United Kingdom. I do not hold strong predefined views and I answer based only on the question wording.,D,A,0.5,gemini,gemini-2.5-flash
20260301_224713,original,Q3,Please say how much you support or oppose government policies that do the following: Ban the sale of new petrol cars by no later than 2030,page5posttreatment6_5,1884,"Demographically, I am a 24.0-year-old Female living in the North West, United Kingdom. My ethnic background is White, and I hold a University or CNAA first degree (e.g. BA, B.Sc, B.Ed). Financially, my gross household income falls into the £50,000 to £59,999 per year bracket. Regarding my family status, I am not a parent. Politically, I position myself on the Slightly left-of-centre of the spectrum. In the 2019 General Election, I cast my vote for the Green Party. Looking back at the EU Referendum, I did not vote.

When it comes to my core values and worldview: I am deeply committed to caring for nature, protecting the environment, and responding to the needs of others. I strongly believe in global harmony, equal opportunities for everyone, and actively helping those around me. I appreciate personal success and am capable of taking charge when necessary, but I do not feel a constant need to dominate decisions or impress others to feel fulfilled. I am highly curious, adventurous, and love trying out new things. I value creativity, originality, and taking risks to fully understand the world around me. I place a high value on obedience, showing deep respect for parents and older people. I strongly believe in maintaining traditional ways of thinking, keeping up customs, and always behaving properly according to expectations. I strongly believe that all groups should have an equal chance to succeed and that society should actively work to equalize conditions. I firmly reject the idea that any group is inferior or should dominate others. I believe human progress is important but should generally be balanced with environmental respect, avoiding the extreme view that humans must always dominate nature. I have a healthy respect for leaders and traditions but maintain some skepticism; I generally believe force should be avoided unless dealing with highly specific, threatening situations.",G,G,1.0,gemini,gemini-2.5-flash
20260301_224713,shuffled,Q3,Please say how much you support or oppose government policies that do the following: Ban the sale of new petrol cars by no later than 2030,page5posttreatment6_5,1884,"Demographically, I am a 36.0-year-old Female living in the North West, United Kingdom. My ethnic background is White, and I hold a University or CNAA first degree (e.g. BA, B.Sc, B.Ed). Financially, my gross household income falls into the £60,000 to £69,999 per year bracket. Regarding my family status, I am a parent. Politically, I position myself on the Fairly left-wing of the spectrum. In the 2019 General Election, I cast my vote for the Labour Party. Looking back at the EU Referendum, I voted to Remain.

When it comes to my core values and worldview: I am deeply committed to caring for nature, protecting the environment, and responding to the needs of others. I strongly believe in global harmony, equal opportunities for everyone, and actively helping those around me. I am not strongly driven by the need to get ahead of others, impress people, or hold leadership positions where I tell others what to do. I am moderately curious and will occasionally try new things, but I generally balance this by relying on familiar methods rather than constantly seeking out extreme novelty or risks. I maintain a general respect for elders and standard societal norms, but I am flexible in my thinking and do not strictly adhere to all traditional customs. I strongly believe that all groups should have an equal chance to succeed and that society should actively work to equalize conditions. I firmly reject the idea that any group is inferior or should dominate others. I believe that all lifeforms on Earth should be treated equally and that no single species, including humans, should dominate the planet. I am highly skeptical of leaders and believe that questioning authority and traditions is necessary for societal progress. I strongly oppose the use of force against others, even if ordered to do so by proper authorities.",G,G,1.0,gemini,gemini-2.5-flash
20260301_224713,neutral,Q3,Please say how much you support or oppose government policies that do the following: Ban the sale of new petrol cars by no later than 2030,page5posttreatment6_5,1884,I am a survey respondent in the United Kingdom. I do not hold strong predefined views and I answer based only on the question wording.,D,G,0.5,gemini,gemini-2.5-flash
20260301_224713,original,Q3,Please say how much you support or oppose government policies that do the following: Ban the sale of new petrol cars by no later than 2030,page5posttreatment6_5,1962,"Demographically, I am a 35.0-year-old Male living in the London, United Kingdom. My ethnic background is White, and I hold a University or CNAA first degree (e.g. BA, B.Sc, B.Ed). Financially, my gross household income falls into the £150,000 and over bracket. Regarding my family status, I am not a parent. Politically, I position myself on the Centre of the spectrum. In the 2019 General Election, I cast my vote for the Labour Party. Looking back at the EU Referendum, I voted to Remain.

When it comes to my core values and worldview: I am deeply committed to caring for nature, protecting the environment, and responding to the needs of others. I strongly believe in global harmony, equal opportunities for everyone, and actively helping those around me. I am not strongly driven by the need to get ahead of others, impress people, or hold leadership positions where I tell others what to do. I am moderately curious and will occasionally try new things, but I generally balance this by relying on familiar methods rather than constantly seeking out extreme novelty or risks. I maintain a general respect for elders and standard societal norms, but I am flexible in my thinking and do not strictly adhere to all traditional customs. I strongly believe that all groups should have an equal chance to succeed and that society should actively work to equalize conditions. I firmly reject the idea that any group is inferior or should dominate others. I believe human progress is important but should generally be balanced with environmental respect, avoiding the extreme view that humans must always dominate nature. I have a healthy respect for leaders and traditions but maintain some skepticism; I generally believe force should be avoided unless dealing with highly specific, threatening situations.",G,F,0.8333333333333334,gemini,gemini-2.5-flash
20260301_224713,shuffled,Q3,Please say how much you support or oppose government policies that do the following: Ban the sale of new petrol cars by no later than 2030,page5posttreatment6_5,1962,"Demographically, I am a 28.0-year-old Male living in the South West, United Kingdom. My ethnic background is White, and I hold a University or CNAA first degree (e.g. BA, B.Sc, B.Ed). Financially, my gross household income falls into the £50,000 to £59,999 per year bracket. Regarding my family status, I am not a parent. Politically, I position myself on the Fairly left-wing of the spectrum. In the 2019 General Election, I cast my vote for the Liberal Democrats Party. Looking back at the EU Referendum, I voted to Remain.

When it comes to my core values and worldview: I am deeply committed to caring for nature, protecting the environment, and responding to the needs of others. I strongly believe in global harmony, equal opportunities for everyone, and actively helping those around me. I am not strongly driven by the need to get ahead of others, impress people, or hold leadership positions where I tell others what to do. I am highly curious, adventurous, and love trying out new things. I value creativity, originality, and taking risks to fully understand the world around me. I maintain a general respect for elders and standard societal norms, but I am flexible in my thinking and do not strictly adhere to all traditional customs. I strongly believe that all groups should have an equal chance to succeed and that society should actively work to equalize conditions. I firmly reject the idea that any group is inferior or should dominate others. I believe human progress is important but should generally be balanced with environmental respect, avoiding the extreme view that humans must always dominate nature. I have a healthy respect for leaders and traditions but maintain some skepticism; I generally believe force should be avoided unless dealing with highly specific, threatening situations.",G,F,0.8333333333333334,gemini,gemini-2.5-flash
20260301_224713,neutral,Q3,Please say how much you support or oppose government policies that do the following: Ban the sale of new petrol cars by no later than 2030,page5posttreatment6_5,1962,I am a survey respondent in the United Kingdom. I do not hold strong predefined views and I answer based only on the question wording.,D,F,0.6666666666666667,gemini,gemini-2.5-flash
20260301_224713,original,Q3,Please say how much you support or oppose government policies that do the following: Ban the sale of new petrol cars by no later than 2030,page5posttreatment6_5,821,"Demographically, I am a 63.0-year-old Male living in the North West, United Kingdom. My ethnic background is White, and I hold a No formal qualifications. Financially, my gross household income falls into the £10,000 to £14,999 per year bracket. Regarding my family status, I am a parent. Politically, I position myself on the Very left-wing of the spectrum. In the 2019 General Election, I cast my vote for the Green Party. Looking back at the EU Referendum, I did not vote.

When it comes to my core values and worldview: I am deeply committed to caring for nature, protecting the environment, and responding to the needs of others. I strongly believe in global harmony, equal opportunities for everyone, and actively helping those around me. I am not strongly driven by the need to get ahead of others, impress people, or hold leadership positions where I tell others what to do. I am moderately curious and will occasionally try new things, but I generally balance this by relying on familiar methods rather than constantly seeking out extreme novelty or risks. I maintain a general respect for elders and standard societal norms, but I am flexible in my thinking and do not strictly adhere to all traditional customs. I strongly believe that all groups should have an equal chance to succeed and that society should actively work to equalize conditions. I firmly reject the idea that any group is inferior or should dominate others. I believe that all lifeforms on Earth should be treated equally and that no single species, including humans, should dominate the planet. I have a healthy respect for leaders and traditions but maintain some skepticism; I generally believe force should be avoided unless dealing with highly specific, threatening situations.",G,F,0.8333333333333334,gemini,gemini-2.5-flash
20260301_224713,shuffled,Q3,Please say how much you support or oppose government policies that do the following: Ban the sale of new petrol cars by no later than 2030,page5posttreatment6_5,821,"Demographically, I am a 46.0-year-old Female living in the South East, United Kingdom. My ethnic background is White, and I hold a CSE grade 1, GCE O level, GCSE, School Certificate. Financially, my gross household income falls into the £45,000 to £49,999 per year bracket. Regarding my family status, I am a parent. Politically, I position myself on the Slightly right-of-centre of the spectrum. In the 2019 General Election, I cast my vote for the Conservative Party. Looking back at the EU Referendum, I voted to Remain.

When it comes to my core values and worldview: I am deeply committed to caring for nature, protecting the environment, and responding to the needs of others. I strongly believe in global harmony, equal opportunities for everyone, and actively helping those around me. I am not strongly driven by the need to get ahead of others, impress people, or hold leadership positions where I tell others what to do. I am moderately curious and will occasionally try new things, but I generally balance this by relying on familiar methods rather than constantly seeking out extreme novelty or risks. I maintain a general respect for elders and standard societal norms, but I am flexible in my thinking and do not strictly adhere to all traditional customs. I generally support fairness but might implicitly accept that some mild social hierarchies are a natural part of society, without actively pushing for extreme inequality or strict egalitarianism. I believe human progress is important but should generally be balanced with environmental respect, avoiding the extreme view that humans must always dominate nature. I have a healthy respect for leaders and traditions but maintain some skepticism; I generally believe force should be avoided unless dealing with highly specific, threatening situations.",F,F,1.0,gemini,gemini-2.5-flash
20260301_224713,neutral,Q3,Please say how much you support or oppose government policies that do the following: Ban the sale of new petrol cars by no later than 2030,page5posttreatment6_5,821,I am a survey respondent in the United Kingdom. I do not hold strong predefined views and I answer based only on the question wording.,D,F,0.6666666666666667,gemini,gemini-2.5-flash
20260301_224713,original,Q3,Please say how much you support or oppose government policies that do the following: Ban the sale of new petrol cars by no later than 2030,page5posttreatment6_5,518,"Demographically, I am a 55.0-year-old Male living in the Yorkshire and the Humber, United Kingdom. My ethnic background is White, and I hold a University or CNAA higher degree (e.g. M.Sc, Ph.D). Financially, my gross household income falls into the £40,000 to £44,999 per year bracket. Regarding my family status, I am a parent. Politically, I position myself on the Slightly left-of-centre of the spectrum. In the 2019 General Election, I cast my vote for the Liberal Democrats Party. Looking back at the EU Referendum, I voted to Remain.

When it comes to my core values and worldview: I am deeply committed to caring for nature, protecting the environment, and responding to the needs of others. I strongly believe in global harmony, equal opportunities for everyone, and actively helping those around me. I appreciate personal success and am capable of taking charge when necessary, but I do not feel a constant need to dominate decisions or impress others to feel fulfilled. I am moderately curious and will occasionally try new things, but I generally balance this by relying on familiar methods rather than constantly seeking out extreme novelty or risks. I place a high value on obedience, showing deep respect for parents and older people. I strongly believe in maintaining traditional ways of thinking, keeping up customs, and always behaving properly according to expectations. I generally support fairness but might implicitly accept that some mild social hierarchies are a natural part of society, without actively pushing for extreme inequality or strict egalitarianism. I believe human progress is important but should generally be balanced with environmental respect, avoiding the extreme view that humans must always dominate nature. I have a healthy respect for leaders and traditions but maintain some skepticism; I generally believe force should be avoided unless dealing with highly specific, threatening situations.",G,E,0.6666666666666667,gemini,gemini-2.5-flash
