"message_id","policy_id","side","message_text","source_type","provenance_refs","generation_method","length_words","version","notes"
"A_06_08","6","A","Domestic resources should fund domestic services, but the climate emergency is not a domestic problem. It is global. Acting as if international climate finance is a luxury rather than an obligation gets the moral picture exactly wrong.","llm_generated","A_06_01;A_06_02","claude_in_session_2026-05-22","37","v1",""
"A_06_09","6","A","Compensation for climate-induced loss and damage is not foreign aid in the traditional sense. It is partial repair for harm caused by historical emissions, and it should be designed and accounted for differently from other aid spending.","llm_generated","A_06_01;A_06_02","claude_in_session_2026-05-22","37","v1",""
"A_06_10","6","A","The cost of failing to act on loss and damage will fall first on vulnerable countries and then, through migration, food prices and instability, on every country including this one. Generous, well-targeted finance is in everyone's interest.","llm_generated","A_06_01;A_06_02","claude_in_session_2026-05-22","37","v1",""
"A_06_11","6","A","Each new climate agreement that includes a finance commitment must be honoured, not quietly diluted. Credibility on climate diplomacy depends on actually paying what has been pledged, on time, and as grants.","llm_generated","A_06_01;A_06_02","claude_in_session_2026-05-22","32","v1",""
"A_06_12","6","A","Public health, women's rights, agriculture and education in vulnerable countries are all being undermined by climate impacts. Direct grant finance helps address those frontline impacts and supports the institutions that can build long-term resilience.","llm_generated","A_06_01;A_06_02","claude_in_session_2026-05-22","34","v1",""
"A_06_13","6","A","Loss and damage finance should be additional to existing aid budgets, not carved out of them. Treating climate compensation as a competition with other development funding is a false framing that harms recipients twice over.","llm_generated","A_06_01;A_06_02","claude_in_session_2026-05-22","35","v1",""
"A_06_14","6","A","Honest accounting of historical emissions makes clear who owes what. The UK ranks high on that ledger. Meeting that obligation generously and transparently is part of being a responsible global citizen.","llm_generated","A_06_01;A_06_02","claude_in_session_2026-05-22","31","v1",""
"A_06_15","6","A","Investing in adaptation, early-warning systems and resilient infrastructure in vulnerable countries reduces the human and economic costs of climate disasters before they unfold. That is what grant-based climate finance can deliver if it is provided at scale.","llm_generated","A_06_01;A_06_02","claude_in_session_2026-05-22","37","v1",""
"A_06_16","6","A","The right framework for climate finance is reparative as well as developmental: it repairs harm already done while supporting capacity to cope with what is coming. Both functions require grants rather than debt-creating loans.","llm_generated","A_06_01;A_06_02","claude_in_session_2026-05-22","34","v1",""
"A_06_17","6","A","Domestic and international climate commitments rise or fall together. A country that cuts its emissions at home but refuses to support those abroad is not a credible climate leader. Both halves of the policy are required.","llm_generated","A_06_01;A_06_02","claude_in_session_2026-05-22","36","v1",""
"A_06_18","6","A","Commit to honest, grant-based climate finance at the scale the science demands; defend the Loss and Damage Fund; and ensure compensation is additional rather than a redirection of existing aid. That is climate justice in practice.","llm_generated","A_06_01;A_06_02","claude_in_session_2026-05-22","36","v1",""
"A_06_19","6","A","An honest financial commitment is needed to repair the devastating damage done to many developing nations by climate impacts they did little to cause. The country should stick firmly to its agreements and provide finance at the scale the science and the justice of the situation require.","llm_generated","A_06_01;A_06_02","claude_in_session_2026-05-22","47","v1",""
"A_06_20","6","A","Climate finance provided as loans rather than grants stores up further problems for the future, particularly for the poorest people in the poorest countries. Direct grant funding is the only responsible form of international climate support.","llm_generated","A_06_01;A_06_02","claude_in_session_2026-05-22","36","v1",""
"B_01_01","1","B","Net Zero is making us poorer and colder. We must scrap all renewable energy subsidies that push up our electricity bills to pay for intermittent power. We need a common-sense plan for cheap power, not a political consensus that shelters the renewables industry and forces working people to endure the multi-billion-pound costs of Net Zero.","verbatim_summary","B_01_01;B_01_02","doc_broadcast_ready","55","v1","Broadcast-ready message from research doc; ASCII-normalised."
"B_01_02","1","B","Working households are being crushed by sky-high electricity bills, and a huge part of that bill is the Renewable Obligation and other green levies. Scrapping these subsidies would put money straight back into people's pockets. We need cheap power, not policies that protect a heavily subsidised industry at the public's expense.","llm_generated","B_01_01;B_01_02","claude_in_session_2026-05-22","51","v1",""
"B_01_03","1","B","Wind and solar cannot keep the lights on alone. They require expensive backup gas and constant grid upgrades, all paid for by ordinary bill-payers. The honest answer is to cut public expenditure on these subsidies and pursue a cheap power plan that delivers reliability instead of intermittency.","llm_generated","B_01_01;B_01_02","claude_in_session_2026-05-22","47","v1",""
"B_01_04","1","B","Net Zero subsidies have become a multi-billion-pound transfer from struggling families to a sheltered renewables industry. Every year another ten billion pounds of public money props up wind and solar projects that still leave the country dependent on imported gas. It is time to scrap the lot and restore growth.","llm_generated","B_01_01;B_01_02","claude_in_session_2026-05-22","50","v1",""
"B_01_05","1","B","The current Renewable Obligation regime forces every household to subsidise generators they did not choose. Removing these obligations would cut electricity bills and end the rigged market that punishes ordinary consumers. A common-sense plan for cheap power means stopping these payments now.","llm_generated","B_01_01;B_01_02","claude_in_session_2026-05-22","42","v1",""
"B_01_06","1","B","Decisions made by a distant political class have left British families colder and poorer this winter. Renewable subsidies have not delivered the cheap, abundant energy that was promised, only higher bills and weaker industry. We must scrap Net Zero targets and the subsidies that follow from them.","llm_generated","B_01_01;B_01_02","claude_in_session_2026-05-22","47","v1",""
"B_01_07","1","B","If we lifted the carbon tax from electricity generation and ended the Renewable Obligation, bills would fall dramatically and industry would have a fighting chance. Instead, the consensus continues to pour billions into intermittent renewables while shutting down reliable plants. That is not energy policy, it is ideology.","llm_generated","B_01_01;B_01_02","claude_in_session_2026-05-22","48","v1",""
"B_01_08","1","B","Cheap power should be the goal of every energy policy, not a side effect to be hoped for. By cutting public expenditure on Net Zero subsidies and the carbon tax on generation, electricity bills can fall by around twenty percent for everyone. That is what a serious plan looks like.","llm_generated","B_01_01;B_01_02","claude_in_session_2026-05-22","50","v1",""
"B_01_09","1","B","Britain's renewables industry has been turned into a permanent welfare client, taking in around ten billion pounds of subsidies every year while bills keep rising. Ending those payments would not switch off the lights; it would simply force the sector to stand on its own and stop draining household budgets.","llm_generated","B_01_01;B_01_02","claude_in_session_2026-05-22","50","v1",""
"B_01_10","1","B","Net Zero is making us poorer and colder, and the renewables subsidy machine is at the heart of that failure. Working people see their bills rise to fund projects that cannot guarantee the power they promise. A common-sense plan must remove these subsidies and protect families from further damage.","llm_generated","B_01_01;B_01_02","claude_in_session_2026-05-22","49","v1",""
"B_01_11","1","B","Pretending wind and solar are cheap while ignoring the cost of backup generation, transmission upgrades and standing subsidies is dishonest. The full system bill keeps rising, and households pay it. We must end the political consensus that hides these costs and instead deliver a plan for genuinely cheap power.","llm_generated","B_01_01;B_01_02","claude_in_session_2026-05-22","49","v1",""
"B_01_12","1","B","Every pound spent subsidising wind farms is a pound taken from a family that is struggling to pay their heating bill. The Renewable Obligation and related schemes have to go, and any new spending on green infrastructure must end. Working people deserve cheaper energy, not more handouts to a protected industry.","llm_generated","B_01_01;B_01_02","claude_in_session_2026-05-22","51","v1",""
"B_01_13","1","B","Industry is being driven offshore by some of the highest electricity prices in the developed world. Carbon levies on generation and never-ending renewable subsidies are direct contributors. Removing both would help reopen factories, defend skilled jobs and put downward pressure on prices for every household.","llm_generated","B_01_01;B_01_02","claude_in_session_2026-05-22","45","v1",""
"B_01_14","1","B","The political consensus around Net Zero has been a one-way ratchet for higher bills. There has been no honest reckoning with how much intermittent power actually costs once subsidies and backup are added in. It is time to scrap the consensus, scrap the subsidies and put cheap power first.","llm_generated","B_01_01;B_01_02","claude_in_session_2026-05-22","49","v1",""
"B_01_15","1","B","Pensioners are choosing between heating and eating while billions go to subsidise renewables and prop up the carbon tax. That cannot be a moral policy. Cutting these costs out of the electricity bill is the fastest, fairest way to give families immediate relief this winter and every winter that follows.","llm_generated","B_01_01;B_01_02","claude_in_session_2026-05-22","50","v1",""
"B_01_16","1","B","Government has no business picking which technologies win or lose. Yet through subsidies, obligations and carbon levies it has rigged the entire electricity market in favour of renewables. Ending those distortions would deliver lower bills, more reliable power and a much healthier economy.","llm_generated","B_01_01;B_01_02","claude_in_session_2026-05-22","43","v1",""
"B_01_17","1","B","The promise was that renewables would bring bills down. The reality is the opposite, because the subsidies and grid costs are passed straight to consumers. Honesty demands we admit the policy has failed and dismantle the subsidy machine before more families are pushed into fuel poverty.","llm_generated","B_01_01;B_01_02","claude_in_session_2026-05-22","46","v1",""
"B_01_18","1","B","A common-sense plan for cheap power has three steps: remove the carbon tax from generation, end the Renewable Obligation and stop signing new subsidy contracts. Together these would slash electricity bills, restore competitiveness and break the grip of a Net Zero ideology that has made the country poorer.","llm_generated","B_01_01;B_01_02","claude_in_session_2026-05-22","48","v1",""
"B_01_19","1","B","Net Zero ideology is making families poorer and colder. We must end the ten billion pounds handed every year in subsidies to the renewables industry, which drives up electricity bills to pay for intermittent power. Cheap, reliable energy is the foundation of growth, and any serious plan must put that first.","llm_generated","B_01_01;B_01_02","claude_in_session_2026-05-22","51","v1",""
"B_01_20","1","B","The simplest test of an energy policy is whether it delivers cheap, reliable power. By that test, decades of renewable subsidies have failed. Scrapping them and removing the carbon tax from electricity generation would deliver lower bills immediately and put the country back on a competitive footing.","llm_generated","B_01_01;B_01_02","claude_in_session_2026-05-22","47","v1",""
"B_02_01","2","B","As long as there's oil in the North Sea, we should be drilling for it. Banning new oil and gas licences is a disastrous policy that destroys skilled jobs and prioritises expensive foreign imports over UK production. We must unlock Britain's vast energy treasure to secure our independence, slash energy bills, and unleash real economic growth.","verbatim_summary","B_02_01;B_02_02","doc_broadcast_ready","56","v1","Broadcast-ready message from research doc; ASCII-normalised."
"B_02_02","2","B","Refusing to issue new oil and gas licences does not lower global emissions; it only moves the production overseas. The result is higher imports, more shipping pollution and lost British jobs. Common sense says we should produce what we use, at home, for our own benefit.","llm_generated","B_02_01;B_02_02","claude_in_session_2026-05-22","46","v1",""
"B_02_03","2","B","Energy independence is national security. Letting our domestic production decline while we import the same fuels from abroad makes the country weaker. New North Sea licences would mean more tax revenue, more jobs and more leverage in a dangerous world.","llm_generated","B_02_01;B_02_02","claude_in_session_2026-05-22","40","v1",""
"B_02_04","2","B","The cost-of-living crisis was made worse by exposure to international gas markets. Producing more at home would reduce that exposure and keep more of the supply chain inside the UK. Cancelling licences is economic self-harm dressed up as virtue.","llm_generated","B_02_01;B_02_02","claude_in_session_2026-05-22","39","v1",""
"B_02_05","2","B","Skilled North Sea workers and supply-chain firms in coastal communities are being told their work is no longer wanted. That is a betrayal. Issuing new licences would protect tens of thousands of well-paid jobs and the towns that depend on them.","llm_generated","B_02_01;B_02_02","claude_in_session_2026-05-22","41","v1",""
"B_02_06","2","B","Every barrel we do not produce here is a barrel we buy from somewhere else, usually at higher cost and with worse environmental standards. Refusing new licences is a moral and economic mistake that punishes British workers to make foreign producers richer.","llm_generated","B_02_01;B_02_02","claude_in_session_2026-05-22","42","v1",""
"B_02_07","2","B","We have a vast energy resource sitting beneath our own waters. Choosing not to develop it while begging other countries for supply is absurd. New licences would generate billions in tax revenue that could be used to cut bills and fund public services.","llm_generated","B_02_01;B_02_02","claude_in_session_2026-05-22","43","v1",""
"B_02_08","2","B","Banning new oil and gas licences while still consuming oil and gas is the worst of both worlds: high bills, lost jobs, lost tax revenue, and no reduction in actual emissions. Honest energy policy means producing what we use until alternatives are genuinely ready.","llm_generated","B_02_01;B_02_02","claude_in_session_2026-05-22","44","v1",""
"B_02_09","2","B","The North Sea industry built much of modern Britain's energy security and tax base. Strangling it through licence bans without a credible replacement is reckless. We must keep issuing licences to maintain investment, jobs and supply through the long transition ahead.","llm_generated","B_02_01;B_02_02","claude_in_session_2026-05-22","41","v1",""
"B_02_10","2","B","Anti-drilling policies do not change demand, they only change the supplier. The losers are British workers and British taxpayers. The winners are overseas producers and shipping companies. Common sense and economic patriotism both demand that we reverse course.","llm_generated","B_02_01;B_02_02","claude_in_session_2026-05-22","38","v1",""
"B_02_11","2","B","Investment decisions in the North Sea depend on confidence that new licences will be granted. Removing that confidence destroys long-term planning, drives investors out and accelerates decline. Restoring licences is the only way to keep the basin viable through this decade.","llm_generated","B_02_01;B_02_02","claude_in_session_2026-05-22","41","v1",""
"B_02_12","2","B","Working families face higher bills every time imported gas prices spike. Producing more at home is one of the few measures that genuinely insulates British households from international turmoil. New licences are part of that protection.","llm_generated","B_02_01;B_02_02","claude_in_session_2026-05-22","36","v1",""
"B_02_13","2","B","The argument that domestic production does not lower bills misses the wider picture: it lowers tax burdens, sustains jobs and reduces import dependence, all of which support household incomes. Cancelling licences delivers the opposite on every count.","llm_generated","B_02_01;B_02_02","claude_in_session_2026-05-22","37","v1",""
"B_02_14","2","B","Communities in Aberdeen, Teesside and elsewhere have spent decades building world-class expertise in offshore energy. That expertise should be expanded and rewarded, not shut down by a licence ban driven by a London-centric political consensus.","llm_generated","B_02_01;B_02_02","claude_in_session_2026-05-22","35","v1",""
"B_02_15","2","B","A serious industrial policy would use North Sea revenues to fund domestic investment, training and infrastructure. Choking off the source of that revenue makes everything harder. New licences and a long view are needed, not symbolic bans.","llm_generated","B_02_01;B_02_02","claude_in_session_2026-05-22","37","v1",""
"B_02_16","2","B","The transition to lower emissions will take decades. During that time, choosing to import oil and gas rather than produce them domestically is a deliberate choice to hurt British workers and enrich foreign rivals. We should not make that choice.","llm_generated","B_02_01;B_02_02","claude_in_session_2026-05-22","40","v1",""
"B_02_17","2","B","Energy independence is a strategic asset that should not be given away. Once licences are denied and infrastructure is dismantled, it cannot be rebuilt quickly. Defending domestic production is defending the country's long-term resilience.","llm_generated","B_02_01;B_02_02","claude_in_session_2026-05-22","34","v1",""
"B_02_18","2","B","We should be drilling for the oil and gas under the North Sea, securing the jobs that come with it, slashing import bills and unleashing real economic growth. A licence ban achieves none of these goals and weakens the country in every measurable way.","llm_generated","B_02_01;B_02_02","claude_in_session_2026-05-22","44","v1",""
"B_02_19","2","B","As long as there is oil and gas under the North Sea, we should be producing it. Banning new licences hands the market to foreign producers, drives up household bills and destroys skilled jobs in Aberdeen and beyond. The patriotic and economic case is to unlock our own resources.","llm_generated","B_02_01;B_02_02","claude_in_session_2026-05-22","49","v1",""
"B_02_20","2","B","Tax revenue from North Sea production has historically funded essential public services and infrastructure. Cancelling new licences removes that revenue stream at a time when budgets are already strained. The honest course is to keep producing and reinvest the proceeds at home.","llm_generated","B_02_01;B_02_02","claude_in_session_2026-05-22","42","v1",""
"B_03_01","3","B","We will totally scrap the disastrous and destructive mandate forcing manufacturers to produce electric vehicles. The ban on new petrol and diesel cars is a Net Zero vanity project that is damaging British industry and forcing working drivers off the road. We must protect consumer choice and end these crippling nanny-state regulations.","verbatim_summary","B_03_01;B_03_02","doc_broadcast_ready","52","v1","Broadcast-ready message from research doc; ASCII-normalised."
"B_03_02","3","B","Electric vehicles are still out of reach for most working households, and the charging infrastructure is patchy at best. Forcing a ban on new petrol and diesel cars by 2030 punishes the people who depend on affordable motoring most. The deadline must be dropped.","llm_generated","B_03_01;B_03_02","claude_in_session_2026-05-22","44","v1",""
"B_03_03","3","B","British car manufacturing is being squeezed between green mandates and global competition. Scrapping the EV quota and the petrol-car ban would give the industry breathing space to compete, save thousands of skilled jobs and protect a vital pillar of the economy.","llm_generated","B_03_01;B_03_02","claude_in_session_2026-05-22","41","v1",""
"B_03_04","3","B","Banning new petrol and diesel cars does not reduce emissions in the way the policy claims; it just shifts costs onto households and forces them into more expensive vehicles. A Net Zero vanity project should not override the everyday transport needs of working families.","llm_generated","B_03_01;B_03_02","claude_in_session_2026-05-22","44","v1",""
"B_03_05","3","B","Drivers in rural areas, on shift work, or with limited budgets have no realistic alternative to a petrol or diesel car. The 2030 ban is a policy designed by people who never have to think about these realities. It must be reversed in defence of ordinary motorists.","llm_generated","B_03_01;B_03_02","claude_in_session_2026-05-22","47","v1",""
"B_03_06","3","B","Manufacturers are being forced to discount EVs and produce vehicles at a loss to meet arbitrary quotas. That cannot continue without damaging the entire automotive supply chain. Scrapping the mandate would restore market sense and protect British jobs.","llm_generated","B_03_01;B_03_02","claude_in_session_2026-05-22","38","v1",""
"B_03_07","3","B","Petrol and diesel cars will remain part of the fleet for many years regardless of any ban. Pretending otherwise just adds confusion, drives up costs and pushes work overseas. A sensible policy would let manufacturers and consumers decide the pace of change.","llm_generated","B_03_01;B_03_02","claude_in_session_2026-05-22","42","v1",""
"B_03_08","3","B","Charging infrastructure outside major cities remains unreliable and unequal. Forcing households into EVs before that gap is closed is a recipe for resentment and stranded drivers. The 2030 deadline should be replaced with realistic targets that match the infrastructure.","llm_generated","B_03_01;B_03_02","claude_in_session_2026-05-22","39","v1",""
"B_03_09","3","B","The cost of a new EV remains far above that of a comparable petrol car for most segments of the market. Pretending otherwise does not change the family budget. Removing the ban would give households genuine choice rather than a forced and expensive upgrade.","llm_generated","B_03_01;B_03_02","claude_in_session_2026-05-22","44","v1",""
"B_03_10","3","B","Nanny-state regulation of personal transport ends with people priced off the road. That is what the petrol-car ban delivers. The policy treats drivers as a problem to be managed rather than citizens to be served, and it has to go.","llm_generated","B_03_01;B_03_02","claude_in_session_2026-05-22","40","v1",""
"B_03_11","3","B","Net Zero has sent energy and transport costs soaring while delivering no measurable benefit to ordinary households. The ban on new petrol cars is the most visible symbol of that failure. Scrapping it would be a clear signal that government has heard the public.","llm_generated","B_03_01;B_03_02","claude_in_session_2026-05-22","44","v1",""
"B_03_12","3","B","Used-car prices have been distorted by the ban, hitting families that rely on second-hand vehicles hardest. The policy hurts most those least able to afford a new EV. Reversing the ban would restore a healthier and more affordable used market.","llm_generated","B_03_01;B_03_02","claude_in_session_2026-05-22","40","v1",""
"B_03_13","3","B","British carmakers risk being undercut by subsidised foreign EVs that meet the same mandates more cheaply. Without scrapping the quota system, domestic production cannot survive. Defending jobs requires honesty about what the policy is doing.","llm_generated","B_03_01;B_03_02","claude_in_session_2026-05-22","35","v1",""
"B_03_14","3","B","Drivers should be free to choose the vehicle that suits their family, their wallet and their working day. The 2030 ban removes that choice in favour of an option that many simply cannot afford. The policy is wrong in principle and damaging in practice.","llm_generated","B_03_01;B_03_02","claude_in_session_2026-05-22","44","v1",""
"B_03_15","3","B","The transition to electric vehicles will happen at the pace technology and price allow. It does not need to be forced by ban dates that ignore reality. Removing the mandate would let the market evolve without pushing households into hardship.","llm_generated","B_03_01;B_03_02","claude_in_session_2026-05-22","40","v1",""
"B_03_16","3","B","Forcing rapid EV adoption without the grid capacity, charging coverage or affordable supply to back it up is bad policy. The result will be blackouts, queues and frustration. The petrol-car ban should be scrapped until the rest of the system can actually cope.","llm_generated","B_03_01;B_03_02","claude_in_session_2026-05-22","43","v1",""
"B_03_17","3","B","Net Zero policies have been imposed on drivers without honest accounting of the costs. The petrol-car ban is one of the most expensive examples. Scrapping it would put cash back in family budgets and restore confidence that government policy is grounded in reality.","llm_generated","B_03_01;B_03_02","claude_in_session_2026-05-22","43","v1",""
"B_03_18","3","B","The 2030 ban is a destructive policy that damages British industry, pushes ordinary drivers off the road and delivers no clear climate benefit. It must be totally scrapped, and a sensible, market-led approach to lower-emission vehicles must take its place.","llm_generated","B_03_01;B_03_02","claude_in_session_2026-05-22","40","v1",""
"B_03_19","3","B","The ZEV mandate is forcing manufacturers to make cars that ordinary drivers cannot afford and do not want. The result is a damaged industry, higher prices and working people pushed off the road. The whole policy should be scrapped and consumer choice restored.","llm_generated","B_03_01;B_03_02","claude_in_session_2026-05-22","43","v1",""
"B_03_20","3","B","Net Zero has sent energy costs soaring, made families poorer and colder, damaged British industry and forced drivers off the road. The petrol-car ban concentrates all of those failures into a single policy. Scrapping it is the most direct way to put working drivers first.","llm_generated","B_03_01;B_03_02","claude_in_session_2026-05-22","45","v1",""
"B_04_01","4","B","Mandating heat pumps and expensive insulation is a nanny-state regulation making us poorer and worsening the housing crisis. The cost of installing a heat pump is three times that of a new gas boiler, even before the hidden costs of tearing up your home for insulation. We must scrap these net zero targets that wreck the economy and punish ordinary homeowners.","verbatim_summary","B_04_01;B_04_02","doc_broadcast_ready","61","v1","Broadcast-ready message from research doc; ASCII-normalised."
"B_04_02","4","B","A heat pump costs roughly three times the price of a new gas boiler to install, before the hidden costs of new radiators and major insulation work. Forcing them on every new build inflates housing prices for no proportionate benefit.","llm_generated","B_04_01;B_04_02","claude_in_session_2026-05-22","40","v1",""
"B_04_03","4","B","Britain has a housing crisis, and yet government keeps loading additional Net Zero requirements onto every new development. The mandates make homes more expensive to build, slower to deliver and unaffordable for first-time buyers. They should be lifted.","llm_generated","B_04_01;B_04_02","claude_in_session_2026-05-22","38","v1",""
"B_04_04","4","B","Insulation upgrades that involve tearing up walls and floors come with hidden costs that the official policy quietly ignores. Ordinary homeowners and renters end up paying twice: once through higher prices and again through disruption. The mandates are punishing the wrong people.","llm_generated","B_04_01;B_04_02","claude_in_session_2026-05-22","42","v1",""
"B_04_05","4","B","Letting builders choose proven, affordable heating systems would help more homes be built faster. Imposing expensive technologies that the market has not yet brought down in price only makes the housing crisis worse and chases away small developers.","llm_generated","B_04_01;B_04_02","claude_in_session_2026-05-22","38","v1",""
"B_04_06","4","B","Record taxes, wasteful government spending and nanny-state regulations are wrecking the economy. The mandate for heat pumps, solar panels and high-level insulation on every new build is one of the most visible examples. Removing it would help builders deliver affordable homes.","llm_generated","B_04_01;B_04_02","claude_in_session_2026-05-22","41","v1",""
"B_04_07","4","B","Solar panels and heat pumps are valuable for some households, but they should not be forced on every new build regardless of cost, location or suitability. Letting buyers decide what they want in their home is a basic question of liberty as well as affordability.","llm_generated","B_04_01;B_04_02","claude_in_session_2026-05-22","45","v1",""
"B_04_08","4","B","The cost gap between a gas boiler and a heat pump system is enormous, and the running cost advantage often disappears under real-world conditions. The mandate ignores both, leaving households worse off and forcing builders to inflate sale prices.","llm_generated","B_04_01;B_04_02","claude_in_session_2026-05-22","39","v1",""
"B_04_09","4","B","Bureaucrats setting detailed technical mandates for every new home produces costly, slow and inflexible housing. Letting market signals shape choices would deliver more homes, more affordable homes and homes that better match what families actually want.","llm_generated","B_04_01;B_04_02","claude_in_session_2026-05-22","36","v1",""
"B_04_10","4","B","Hidden compliance costs from green building standards are absorbed by buyers and tenants in higher prices and rents. There is nothing fair about that. Removing the mandates would put downward pressure on costs across the housing market.","llm_generated","B_04_01;B_04_02","claude_in_session_2026-05-22","37","v1",""
"B_04_11","4","B","Workers in traditional heating and building trades risk being squeezed out by mandates that favour a narrow set of approved technologies. A fair approach would respect the existing supply chain and let proven, affordable solutions stay in the market.","llm_generated","B_04_01;B_04_02","claude_in_session_2026-05-22","39","v1",""
"B_04_12","4","B","Net Zero targets are wrecking the economy and the housing market alike. The green housing mandates are a clear example of how good intentions translate into higher costs for ordinary people. They should be scrapped to give the construction sector room to deliver.","llm_generated","B_04_01;B_04_02","claude_in_session_2026-05-22","43","v1",""
"B_04_13","4","B","Households in colder regions need reliable, powerful heating. Forcing every new home onto heat pumps regardless of local conditions risks leaving families cold in winter. Letting builders choose appropriate systems would protect comfort as well as costs.","llm_generated","B_04_01;B_04_02","claude_in_session_2026-05-22","37","v1",""
"B_04_14","4","B","Solar panel mandates on every roof, regardless of orientation or shading, produce poor returns on expensive kit. Removing the blanket requirement and letting installers choose where solar actually makes sense would be cheaper, simpler and just as effective.","llm_generated","B_04_01;B_04_02","claude_in_session_2026-05-22","38","v1",""
"B_04_15","4","B","The housing crisis is the most important domestic economic problem facing the country. Layering Net Zero mandates onto an already struggling construction sector deepens that crisis. Removing the mandates would help bring more homes to market more quickly.","llm_generated","B_04_01;B_04_02","claude_in_session_2026-05-22","38","v1",""
"B_04_16","4","B","Insulation standards already in building regulations have improved over decades without mandating Passivhaus-level performance everywhere. The latest round of mandates is overreach that adds cost without delivering meaningfully better outcomes for most homes.","llm_generated","B_04_01;B_04_02","claude_in_session_2026-05-22","33","v1",""
"B_04_17","4","B","Government should be cutting taxes and removing regulations to help families afford a home, not adding compliance costs that price first-time buyers out. The current green building mandates work directly against affordable home ownership.","llm_generated","B_04_01;B_04_02","claude_in_session_2026-05-22","34","v1",""
"B_04_18","4","B","Scrap the green housing mandates, simplify building regulations and let builders use proven, affordable heating and insulation. That is how we end the housing crisis, protect ordinary homeowners and stop nanny-state rules from making everything more expensive.","llm_generated","B_04_01;B_04_02","claude_in_session_2026-05-22","37","v1",""
"B_04_19","4","B","Mandating heat pumps and Passivhaus-level insulation on every new home is nanny-state regulation that drives up prices in the middle of a housing crisis. Builders pass the costs on to buyers, and ordinary families are priced out. These mandates should be scrapped.","llm_generated","B_04_01;B_04_02","claude_in_session_2026-05-22","42","v1",""
"B_04_20","4","B","The economy is being wrecked by record taxes, wasteful spending and a relentless flow of new green regulations. Mandating heat pumps and high-level insulation on every new home is part of that pattern. Removing the mandate would help the housing market work for ordinary buyers again.","llm_generated","B_04_01;B_04_02","claude_in_session_2026-05-22","46","v1",""
"B_05_01","5","B","The soaring carbon tax is crippling British industry and making households poorer by driving up wholesale electricity prices. We will remove the carbon tax entirely to cut your bills instantly by 20%. We need a common-sense approach to cheap energy, not punitive taxes that destroy our jobs to meet impossible Net Zero targets.","verbatim_summary","B_05_01;B_05_02","doc_broadcast_ready","53","v1","Broadcast-ready message from research doc; ASCII-normalised."
"B_05_02","5","B","Refineries are being asked to operate under a rising carbon tax that climbs steadily to 2050 with no honest plan for how they will remain viable. The result is industrial decline and lost jobs. The tax must be removed.","llm_generated","B_05_01;B_05_02","claude_in_session_2026-05-22","39","v1",""
"B_05_03","5","B","Carbon taxes are passed straight from generators to households through electricity bills. Pretending they fall on polluters rather than people is dishonest. The fastest way to cut bills is to scrap the tax.","llm_generated","B_05_01;B_05_02","claude_in_session_2026-05-22","33","v1",""
"B_05_04","5","B","A common-sense approach to British energy starts with cheap power, and cheap power starts with removing the carbon tax from generation. Doing so would deliver immediate, visible relief to every electricity bill payer.","llm_generated","B_05_01;B_05_02","claude_in_session_2026-05-22","33","v1",""
"B_05_05","5","B","Domestic industry already faces some of the highest energy prices in the developed world. Layering a carbon tax on top of that is a deliberate choice to deindustrialise. Removing it would restore a level playing field and protect skilled jobs.","llm_generated","B_05_01;B_05_02","claude_in_session_2026-05-22","40","v1",""
"B_05_06","5","B","Pensioners and low-income households suffer most when carbon levies push up electricity prices. The tax is regressive in practice no matter how it is described in theory. Removing it is a simple, fair way to protect those least able to absorb higher bills.","llm_generated","B_05_01;B_05_02","claude_in_session_2026-05-22","43","v1",""
"B_05_07","5","B","The cheap power plan would slash electricity bills by removing the carbon tax and ending Renewable Obligation subsidies. That is a clear, concrete proposal grounded in common sense rather than ideology.","llm_generated","B_05_01;B_05_02","claude_in_session_2026-05-22","31","v1",""
"B_05_08","5","B","Scheduled carbon tax increases through 2050 amount to a slow strangulation of British industry. No serious industrial strategy can coexist with that trajectory. The honest choice is to reverse it now before more capacity is lost.","llm_generated","B_05_01;B_05_02","claude_in_session_2026-05-22","36","v1",""
"B_05_09","5","B","Other countries do not impose comparable carbon costs on their producers. Maintaining ours just exports our industry and our emissions while raising bills at home. Removing the tax restores competitiveness without changing global emissions in any meaningful way.","llm_generated","B_05_01;B_05_02","claude_in_session_2026-05-22","38","v1",""
"B_05_10","5","B","Behind every carbon tax bill is a steelworker, a refinery operator or a manufacturing worker whose job is being put at risk. The tax does not abstractly punish polluters; it concretely punishes British workers. It must go.","llm_generated","B_05_01;B_05_02","claude_in_session_2026-05-22","37","v1",""
"B_05_11","5","B","A twenty percent cut in electricity bills is not a small change. It would help every household, every small business and every industrial site in the country. That is what removing the carbon tax would deliver, and there is no good reason to delay.","llm_generated","B_05_01;B_05_02","claude_in_session_2026-05-22","44","v1",""
"B_05_12","5","B","Carbon pricing was sold to the public as a way to drive innovation. In practice it has driven offshoring, deindustrialisation and higher bills. The policy has failed on its own terms and should be scrapped.","llm_generated","B_05_01;B_05_02","claude_in_session_2026-05-22","35","v1",""
"B_05_13","5","B","When industry leaves, the supply chain leaves with it. The carbon tax is one of the main forces pushing manufacturing offshore. Removing it would help keep skilled jobs and the communities that depend on them alive.","llm_generated","B_05_01;B_05_02","claude_in_session_2026-05-22","36","v1",""
